id,name,model,type,skill,phase,attack,hp,criticalRate,criticalRatio,dieSound,firstEntranceStage,chapter,monsterType,thumbnail,thumbnailScale,thumbnailOffset,purpose,CircleRadius,ColliderOffset,exp,stand-ruid,move-ruid,attack-ruid,hit-ruid,die-ruid,speed,attackCoolTime,interval,stopMovingAfterSkillDuration,Scale,isSpeedy
Winter GiantSnowman,한겨울의 거대눈사람,model://c1f522f5-d872-4c23-9a12-cc60cb062473,monster,,,5895,430367,0.1,1.3,b7abf894c1924a93b82bdd7a1640c0ee,8,6,,,,,common,1.00127,"(0.395, 1.245)",3,588616a92aed405cb69bc059dd5a9d5a,01ced19c0b594477860aab5b92a9b2ca,01ced19c0b594477860aab5b92a9b2ca,cb32ddd95ef64ff9a73b0c1bde210a1b,e3b592e437a24533b33aa55f30021596,2.4,3,0.1,0.5,1,
WinterAngrySnowman,한겨울의 화난 눈사람,model://c1bd8694-c327-441e-b433-0bfbdcd40522,monster,,,6105,447033,0.1,1.3,1c19b8343b4f460594da7cd66f70d05b,8,6,,,,,common,0.6284,"(0.099, 0.716)",3,278f7abac1c14140ae57e87995e60920,be81d6c9e1464955aee05ef442a6c68f,be81d6c9e1464955aee05ef442a6c68f,50d88b6b79c8431d82e0bd4b607e0eca,b2bdcc5e8b6646f2adef0555b69a6d8c,2.4,3,0.1,0.5,1,
WinterSnowMan,스노우맨,model://376f44fd-e8cf-40d6-b731-fa25735f8a36,monster,,,6316,457812,0.1,1.3,3da7232e574149059a46d8200f5ba6bb,8,6,,,,,common,0.54775,"(-0.007, 0.706)",3,97238ee139a24a9ba2980595a90f42a7,c1baf10e5cbe4354aadfc09dc4cdf6d5,c1baf10e5cbe4354aadfc09dc4cdf6d5,5bce5c9978d14b32b5a937d0723f7911,9f5a09197f0b423d8a89f5e9e3125ffa,2.4,3,0.1,0.5,1,
EliteBoss_WinterSnowMan,엘리트 스노우맨,model://e5f0ab90-4dd7-465d-a2ac-344088ca2e7d,boss,318,,8295,80181504,0.1,1.3,3da7232e574149059a46d8200f5ba6bb,7,6,,,,-30,common,0.69973,"(0.001, 0.701)",3,97238ee139a24a9ba2980595a90f42a7,c1baf10e5cbe4354aadfc09dc4cdf6d5,f30732743fde442cbdb861973b79f650,5bce5c9978d14b32b5a937d0723f7911,9f5a09197f0b423d8a89f5e9e3125ffa,3.2,5,5,0,2,
Murumuru,무루무루,model://44712505-3bcf-4b9b-af45-4703298ddd67,monster,,,5912,348835,0.1,1.3,36637223c41d4feebc3436398aa331ab,9,6,,,,,common,0.17064,"(0.044, 0.186)",3,0e21f0ccdc214caf97a10d241c61d2e1,d37cf90985d145e88ddc0bfc3f4a9d7b,d37cf90985d145e88ddc0bfc3f4a9d7b,46e501c3c5294e4f9370b5b5f52dc0b8,4c8b2cf13a81448a9eb6da500ba52999,4.3,3,0.1,0.5,1,1
Murupa,무루파,model://62ec400a-e24c-444c-a030-fba6d00e8c2c,monster,,,3478,504994,0.1,1.3,fb3d6155d8b64acdafab855192c89057,9,6,,,,,common,0.5167,"(0.031, 0.145)",3,72e749abfaef414b9c65311515dbbba0,e98866170ae04fd19e2380f0ac8a53d7,e98866170ae04fd19e2380f0ac8a53d7,c779eb4b6f764034b96efab88f740159,1809da9d1951486c86fa430ef20587bb,2.4,3,0.1,0.5,1,
Murukun,무루쿤,model://5310c729-5d47-4a68-add9-49cc8847ae4b,monster,,,3478,516880,0.1,1.3,a00db4b32b2a4dd1bfef46196d30c36d,9,6,,,,,common,0.18185,"(0.0561, 0.2785)",3,5fc7881952294d3f89dcb032ad6538e8,396daaa09322458981798fbfcc232bdd,396daaa09322458981798fbfcc232bdd,b76e4da3f1cd492c8c0711d7cfb1f11b,bce282a2bd084741a23b37cbed3511da,2.4,3,0.1,0.5,1,
LostRudolph,길잃은 루돌프,model://c4207feb-03c4-4e6c-858e-82c425b33901,monster,,,3934,538248,0.1,1.3,7304bb67bf444207903f88deaa8cdf98,10,6,,,,,common,0.19487,"(-0.122, 0.561)",3,1358a4a7597a477297139bec53910a32,981e8a454b22424b8f0616ef7689a328,981e8a454b22424b8f0616ef7689a328,140d61dd77af449eb78ff556343833e7,f51f502e4f894ea388f094bda05db7f4,2.4,3,0.1,0.5,1,
GangsterRudolph,불량 루돌프,model://8b24272e-0d19-4712-a514-e2a2eab5bb40,monster,,,4069,547792,0.1,1.3,847d79eddaf74e61a4666c5595ef9ac7,10,6,,,,,common,0.19487,"(-0.122, 0.561)",3,a6ed6d215c3c4342904dc9a309b7420d,aca50e75ea174ba7b2b89ca3bca605ad,b0280a7f764b40d79fa03282a200160f,6e34fd69361f4145b752232dbd4267af,96881e7feb9a42c9bbb54660302451a1,2.4,3,0.1,0.5,1,
IcePiece,얼음조각,model://5fdc76f5-0d57-4adc-ae8e-958f97e48ec8,monster,150,,5760,166176,0.1,1.3,daa9ebda962347a78b1ca5ce10a328bf,3,6,range,,,,common,0.12471,"(0.046, 0.218)",3,d15def2219e64409bb699f89d9735ee6,8e32d517bc1c476d8e8a49df1c2b6a56,8e32d517bc1c476d8e8a49df1c2b6a56,5267d897a5544b3086616b82befc86cd,58b16b687acd464c847c45b1df9e5775,2.4,3,0.1,0.5,1,
EliteBoss_IcePiece,엘리트 얼음조각,model://dd60fbe3-30bb-46ff-85ea-77260c984c7e,boss,313,,5320,48700799,0.1,1.3,daa9ebda962347a78b1ca5ce10a328bf,2,6,range,,,0,common,0.27739,"(-0.010, 0.266)",3,d15def2219e64409bb699f89d9735ee6,8e32d517bc1c476d8e8a49df1c2b6a56,8e32d517bc1c476d8e8a49df1c2b6a56,5267d897a5544b3086616b82befc86cd,58b16b687acd464c847c45b1df9e5775,2.6,2,2,0,2,
Stoneball,스톤볼,model://93fef6a9-3e77-4529-8ee2-746fd12fa101,monster,149,,4252,136801,0.1,1.3,913ca4c18bf443eda3317b2d5b1ba126,5,6,range,,,,common,0.12471,"(0.036, 0.322)",3,a5ac698082dc44ed8d5c67c277740da8,b3d510cd422e493fa19e551f65a88ac9,265d8dc7df3047aca288ebaf0974f3a2,2f3d48c32c874b5d953a197a55d9ccb9,49e0e835901d4a029a19585ccad8ec9e,2.4,3,0.1,0.5,1,
EliteBoss_Stoneball,엘리트 스톤볼,model://356f0017-da41-4498-a317-00c2a2816afa,boss,315,,6474,63927200,0.1,1.3,913ca4c18bf443eda3317b2d5b1ba126,4,6,range,,,5,common,0.15983,"(0.001, 0.329)",3,a5ac698082dc44ed8d5c67c277740da8,b3d510cd422e493fa19e551f65a88ac9,265d8dc7df3047aca288ebaf0974f3a2,2f3d48c32c874b5d953a197a55d9ccb9,49e0e835901d4a029a19585ccad8ec9e,3.2,4,4,0,2,
White Fang,화이트팽,model://00709b5d-abb4-4737-8f91-759c02163159,monster,,,4205,588542,0.1,1.3,c4de312094634cf7870c15122016a3cc,10,6,,,,,common,0.19487,"(-0.021, 0.215)",3,58a4608b4d6b4e858b1328c30f855d5a,da87a52df2e4428f924739f63b495875,2b737ba16fc24f949002e836dd880f63,dff516e8fba544a99791049494432da9,32bbc520237c47549f881af2a97e1401,2.4,3,0.1,0.5,1,
IceDrake,아이스 드레이크,model://0cd93f34-307c-4bbc-8c92-a69ebaeb1c6a,monster,148,,3740,404281,0.1,1.3,6c409551872d47c485502210667a7ec8,7,6,range,,,,common,0.272,"(-0.026, 0.389)",3,8f12a3c0576744008aae43dabea883eb,226fb6dcb7a844e18088ed8b988549dc,85ca5ad2386d4a02880a0a474f154376,65100eabfb7e4c72ad1f4ce0f4bdcee5,a6735ea536104580a3b5a47dbf769f7c,2.4,3,0.1,0.5,1,
IceMan,아이스맨,model://177af498-b5bb-4031-9b59-79ab6a4c791e,monster,,,7380,411980,0.1,1.3,1a9a4ad4f9834b2b91c6c7a616e92b50,10,6,,,,,common,0.16915,"(0.0320, 0.3001)",3,0ba6d50e8da640059d81dbbab4726649,1f2880fc2eeb4ff09569c937d2b83cfd,f7d41326686647a983e112acc6102c84,461686ad76904e6d9badb9b46f573a87,2e54003e912f4d688c909b3de325f19b,4.6,3,0.1,0.5,1,1
Ice Golem,아이스골렘,model://bb94a018-1c30-4645-aba7-89f74b4e9612,monster,147,,4205,518155,0.1,1.3,fd670bffc74f4b9e88499c14e3a6630f,9,6,range,,,,common,0.53774,"(-0.020, 0.652)",3,1e6cddcc821348abbad48e255f24bdb5,c9b3e94fd2d14e30912cdba0839d46a9,9d74b2e2fd1c4ee584a3c0794182701e,93d7f70c633c49c494c56c1e35b49f9a,3007c880a8d54c12a5df5d52dfe8a680,2.4,3,0.1,0.5,1,
EliteBoss_Ice Golem,엘리트 아이스골렘,model://2535b60b-76f1-4aa3-9e19-ad259091b094,boss,319,,8385,79828395,0.1,1.3,fd670bffc74f4b9e88499c14e3a6630f,8,6,range,,,-10,common,0.74814,"(-0.035, 0.765)",3,1e6cddcc821348abbad48e255f24bdb5,c9b3e94fd2d14e30912cdba0839d46a9,9d74b2e2fd1c4ee584a3c0794182701e,93d7f70c633c49c494c56c1e35b49f9a,3007c880a8d54c12a5df5d52dfe8a680,3.2,4,4,0,2,
EliteBoss_GangsterRudolph,엘리트 불량 루돌프,model://39e091e9-f86c-452c-9e92-be5a38d02142,boss,320,,14062,85594931,0.1,1.3,847d79eddaf74e61a4666c5595ef9ac7,9,6,,,,5,common,0.40222,"(-0.088, 0.420)",3,a6ed6d215c3c4342904dc9a309b7420d,aca50e75ea174ba7b2b89ca3bca605ad,b0280a7f764b40d79fa03282a200160f,6e34fd69361f4145b752232dbd4267af,96881e7feb9a42c9bbb54660302451a1,3.2,7,7,0,2,
Seren_nerota,세렌 - 네로타 현신,model://c888300a-ffdb-4245-9f24-75ae8ac39edc,boss,152,,2425,646337,0.1,1.3,1e8f225e6a6d47dab03ee359ae0b7ab4,10,6,,,,,abnormal,0.70336,"(-0.1316, 1.3547)",3,7894ea267a2c438d84ba765a5f525c77,2f18e7503b7345a484e08cb055122a84,3af2e1add657430ca7fb1c7b57a66aad,c8b3a5f97d7b4208a58c036ddea1707e,b5c957b8e59142bea0b9154db9e618a9,2.4,3,3,0.5,1,
Boss_Seren,보스 - 선택받은 세렌:여명,model://c6e407cc-4d30-439b-bc91-3461ca96e711,boss,154_158_153/153_154_156/156_154_158_153_158,100/70/35,2425,171392165,0.1,1.3,2dd9567c8c2b4f75a74747ecde269906,10,6,,,1.9,-115,common,0.6,"(0.0546, 0.8061)",3,8b291b8c9b514c14aafd395758332e0c,f28592405a5d4ce2b60a384783ab801a,a824723d2d6748f0b454c324085748af,d6c884701f374e448dbfcdbfef8cc736,0c7f4040d3e841cb887c8bb98efaa6e0,2.4,3,0.1,0.5,1,
Boss_GiantSnowman,보스 - 자이언트스노우맨,model://91453cf8-4b16-47c1-9fba-08119876adfa,boss,182_179_180/181_182_179/182_181_179_180,100/70/30,5836,79239065,0.1,1.3,202ea17541554acaab34ed8ac7b72126,5,6,,,,0,common,0.9547,"(0.03078, 0.53636)",3,3e92717dd558406b9cb925112cd7acd4,262bd1988b7d4776bb61c57622ac41d4,262bd1988b7d4776bb61c57622ac41d4,b506957eaff44eb3b591bebb8cf4f29b,d55af2ff461b4482ab30dc5c5eac5d71,2.4,3,0.1,0.5,1,
Eye of Temple,시간의 눈,model://d9e66af8-d273-47fe-8204-9ffd0e2edaf0,monster,,,13940,370000,0.1,1.3,573ddc0ef91e456084e9f3002ba71ba0,1,7,,,,,common,0.15654,"(0.02240753, 0.3691063)",3,073055d206b84addb0d4dd97572c28b4,585a18605df24117a62ec86364ff0d8c,ddaa8a927b0f4728814e960415041607,85e82ab322804ae6a648fe8312ef48ec,94ccdacfbb84494fada6a70d41d62871,4,3,0.1,0.5,1,1
EliteBoss_Eye of Temple,엘리트 시간의 눈,model://4cc77e93-7f78-4e0e-8380-e4c6dcac7346,boss,321,,7880,99352451,0.1,1.3,573ddc0ef91e456084e9f3002ba71ba0,1,7,,,,0,common,0.27739,"(0.010, 0.358)",3,073055d206b84addb0d4dd97572c28b4,585a18605df24117a62ec86364ff0d8c,ddaa8a927b0f4728814e960415041607,85e82ab322804ae6a648fe8312ef48ec,94ccdacfbb84494fada6a70d41d62871,3.2,6,6,0,2,
Monk of Memory,추억의 사제,model://0d006049-048e-4f04-82f7-5b9151c14b7f,monster,,,8198,615058,0.1,1.3,12dff0610c064b2f998539fe0e3c5d12,1,7,,,,,common,0.29799,"(-0.008, 0.7730)",3,5e8f8daa15304c33ab232c495b17bb9a,768a462c710c483bbf0cec3213d222b1,dfd4f857fee74123bce398e2345e9da6,f2f8e8f2343d4cdf9b255f7f7d568ff6,842766fc5e094ebe86fc24ceec0f65c5,2.4,3,0.1,0.5,1,
Tauromacis,타우로마시스,model://63401af8-ff6a-45b4-8ded-3c743c0e3020,monster,230,,8588,619173,0.1,1.3,26aa16bff716480a9ddd62575049dff5,1,7,,,,,common,0.39377,"(0.3286, 0.5839)",3,08341e0235594903afb3ccbe42edd044,507aecbc6e6f44a486264ae989409bf7,e84b1e91f5b84e3c9fe249373a72a7ac,33261fd6d2a746fd9f89ea0c59e3aafa,b7ebe2eeed444bf3b3296325e992061e,2.4,7,0.1,0,1,
EliteBoss_Tauromacis,엘리트 타우로마시스,model://d3e69343-4ff9-4a70-bcbd-81c1c55befd2,boss,322,,7880,106560397,0.1,1.3,26aa16bff716480a9ddd62575049dff5,2,7,,,,0,common,0.52372,"(0.165, 0.543)",3,08341e0235594903afb3ccbe42edd044,507aecbc6e6f44a486264ae989409bf7,e84b1e91f5b84e3c9fe249373a72a7ac,33261fd6d2a746fd9f89ea0c59e3aafa,b7ebe2eeed444bf3b3296325e992061e,3.2,3,3,0,2,
Pontiff of Memory,추억의 신관,model://ba8cbe6e-8698-499e-8c91-b4b8bcfee6a3,monster,,,8707,626491,0.1,1.3,f0677239725045528cee4965b1fa0018,2,7,,,,,common,0.43541,"(0.0054, 0.5593)",3,699e78db5d3a48578388d33dc333258a,d3af70dfe4684b4e9e612c708c9b7ded,8bcc2a487906467898899156de0f6ec5,589f9d5fc7c4474d9e7659e1c3d77c18,e3ffbd3d98fa45d4acc94aeb42b771d6,2.4,3,0.1,0.5,1,
Guardian of Memory,추억의 수호병,model://f112a33f-6b77-4f7d-b44a-dcbcc0e6454b,monster,,,8707,648452,0.1,1.3,882e721a552d4d62ae29b7a770ca08f6,2,7,,,,,common,0.47715,"(0.0333, 0.8428)",3,0b258556de2e401e97014ae48fe96b7a,caed0eac916246ccb12cb6a3ece69c69,5b67cc032d424a6fa3a06c41e0dde524,6612cfc3ce9a4ec4949dc80a586fc2c9,b1f381ce7a10421eafb1a7b1c1a834bc,2.4,3,0.1,0.5,1,
BIG Guardian of Memory,추억의 수호대장,model://5864adbf-14e8-4912-8b29-5e60e4046e1e,monster,,,9103,659615,0.1,1.3,d373bba1189f403fbcd12d1c5a80c565,2,7,,,,,common,0.47715,"(0.0333, 0.8429)",3,de30bc44af34409eb14d46100dc4e48e,f7bc51a56e2e492186a3c82b3528484e,78ba02dfc1e54b619739f4e36eb1cc77,e6afbf8ceb1c45a6a1e74f885bdb0c0c,97f9174f91bb445fb0668293f79cb0f3,2.4,3,0.1,0.5,1,
EliteBoss_BIG Guardian of Memory,엘리트 추억의 수호대장,model://c2a4a4f7-194c-4af7-a8e1-33e1d1b67bdb,boss,323,,8628,124771723,0.1,1.3,d373bba1189f403fbcd12d1c5a80c565,3,7,,,,-20,common,0.69073,"(0.088, 0.832)",3,de30bc44af34409eb14d46100dc4e48e,f7bc51a56e2e492186a3c82b3528484e,78ba02dfc1e54b619739f4e36eb1cc77,e6afbf8ceb1c45a6a1e74f885bdb0c0c,97f9174f91bb445fb0668293f79cb0f3,3.2,4,4,0,2,
Monk of Regret,후회의 사제,model://c85f4fe8-c0fe-4e65-8d20-8507b4b0e77a,monster,,,6539,673961,0.1,1.3,758f6d8f10dd4f2db5814b1d3a9c533d,3,7,,,,,common,0.29799,"(-0.008, 0.7730)",3,2798fc45c3eb4d5bad0a0602e31849d3,5641e8309fd04e3381d210aba558c0e4,60e9e5e9733c4606823e15bac4e5c4ec,3e5d03c46b0142ab984621db3c79dc49,42731f60153545b7911629a19a108775,2.4,3,0.1,0.5,1,
EliteBoss_Monk of Regret,엘리트 후회의 사제,model://c782a0eb-c119-4c7b-a7bf-eefd188a250e,boss,324,,9131,138681764,0.1,1.3,758f6d8f10dd4f2db5814b1d3a9c533d,4,7,,,,-20,common,0.27739,"(0.025, 0.789)",3,2798fc45c3eb4d5bad0a0602e31849d3,5641e8309fd04e3381d210aba558c0e4,60e9e5e9733c4606823e15bac4e5c4ec,3e5d03c46b0142ab984621db3c79dc49,42731f60153545b7911629a19a108775,3.2,6,6,0,2,
Pontiff of Regret,후회의 신관,model://482faf20-d4e6-4151-b0ee-848fa32a67c8,monster,,,6824,679606,0.1,1.3,f934dc4dabc143a0ba0c00bd3491baeb,3,7,,,,,common,0.43541,"(0.0054, 0.5593)",3,50f74ece7fa54eefbf866e11e5592ad8,14484eb99f734914afeda8b456789bd7,77891a1d30dc409181fd7dfdd4d9e1f1,9bd50d7b76f74ec29c900f30d529fa0c,6472b86c6e014bf98e3a5f1484d83a0e,2.4,3,0.1,0.5,1,
Guardian of Regret,후회의 수호병,model://3ef7dfdf-10b9-4c6b-b7e8-c48210203c32,monster,,,6633,699616,0.1,1.3,3c44980b35464c47902145657058d85b,4,7,,,,,common,0.47715,"(0.0333, 0.8428)",3,e02291fd2fcb45f9af01b8f60642c230,ccec72f14f8a4d3bb6679184bb9e2259,1dde1111d9964c919f6446d214bbeebb,6d0f2cdd6b4841bb86c1972fd38d6af1,d6cf8f6216e44ba78de5e3051e4192ec,2.4,3,0.1,0.5,1,
BIG Guardian of Regret,후회의 수호대장,model://c6ab9053-5185-4954-bdd2-e7bd5af2a90e,monster,234,,6824,684220,0.1,1.3,7fc76cd474ee492ebee29474dfe6bb3e,3,7,,,,,common,0.47715,"(0.0333, 0.8429)",3,4bab647f8d1d4894b2282cfa77e7449a,c2b2457b722f480288a821a706bc0c45,c1b7b97502a748d3be704e2ee0270ecf,9134c422917f48d689a27b799e86d993,3c0573c7257149bba66617473add6796,2.4,3,0.1,0.5,1,
Monk of oblivion,망각의 사제,model://eeb34563-94d6-407f-b732-56eac49b82f7,monster,,,6633,703481,0.1,1.3,afa7e17c71074f72a4c2adcca8f71446,4,7,,,,,common,0.29799,"(-0.008, 0.7730)",3,8c42b2c8fecf421892b7886f4937032a,0c4496614b4647cea0b45a4973bf2417,664ad807979c45c884a15fa42784ffdf,949d484ca3744a7b9fc3b717d5da4752,3ae5a08870bf4bffb0dd499d4ecee34e,2.4,3,0.1,0.5,1,
Pontiff of oblivion,망각의 신관,model://25b5d7bb-d2dd-44ed-be7b-60265152faa7,monster,,,6909,710245,0.1,1.3,afa7e17c71074f72a4c2adcca8f71446,4,7,,,,,common,0.43541,"(0.0054, 0.5593)",3,65dc51edb96747d98c7b636b12ee1e29,e5c872cf073548c7b0399cad71abc0b1,6955047d81a740298ce644de842f08a7,07850092867a4b64bcf64b7e506d7d0e,41b5457d18a84da6828526e73532b55a,2.4,3,0.1,0.5,1,
Guardian of oblivion,망각의 수호병,model://ec05e3eb-7827-4bc5-8530-cc810556454e,monster,,,7845,719426,0.1,1.3,385e3dd3452d4fbab82f4a40c1ee8fa3,5,7,,,,,common,0.47715,"(0.0333, 0.8429)",3,28625b5aca7043fba543107b73955683,07d5a0aa910f4aeb883ceeb46d6543e3,99749033cf944c6c9566eac7b0f08c76,0fa3eb884dd74c27b99b9855b21b251a,b74a38f4ab63482cb0c08251bc352446,2.4,3,0.1,0.5,1,
BIG Guardian of oblivion,망각의 수호대장,model://ffe1ce30-ec3b-4002-a0aa-e072dc8a8b8d,monster,,,7845,720791,0.1,1.3,58c57a5384dc44fa80926de3b498fe2a,5,7,,,,,common,0.47715,"(0.0333, 0.8428)",3,f9bef89adaa24250a781a113aee11c97,38925d43c20e49589d59fa329893e543,434b578974ee4227876b9a29ea2532f7,afaebabac52846d2a7edea6c390cb122,383600cf180a4f9f80baf9d1a499a8e6,2.4,3,0.1,0.5,1,
Pontiff of Corruption,타락한 시간의 신관,model://fdda93b8-d658-48a3-8951-d45f590aeee6,monster,,,10697,739393,0.1,1.3,b96dbc59e24b4ddd917c75b13d6bbc5d,6,7,,,,,common,0.43541,"(0.0054, 0.5593)",3,3798e7b172d04ae79a51e58d14878a92,0369aaaaf2194a58a2ae3d062ac4fc7d,bb7eb392b9644fb9b28197ff4fe29fc7,3e423e3a3b8242dcb583c648cbd72d3c,23930d1ca4d442bbbb62342d0d7ab450,2.4,3,0.1,0.5,1,
EliteBoss_Pontiff of Corruption,엘리트 타락한 시간의 신관,model://d8ed0472-5dd7-46bb-be37-8eb4cea39a75,boss,325,,9869,148296349,0.1,1.3,b96dbc59e24b4ddd917c75b13d6bbc5d,6,7,,,,-20,common,0.64789,"(0.076, 0.657)",3,3798e7b172d04ae79a51e58d14878a92,0369aaaaf2194a58a2ae3d062ac4fc7d,bb7eb392b9644fb9b28197ff4fe29fc7,3e423e3a3b8242dcb583c648cbd72d3c,23930d1ca4d442bbbb62342d0d7ab450,12,3,3,0,2,
Snail of Corruption,타락한 달팽이,model://78eb6fc6-ce82-4c6b-9610-7150fde5042b,monster,,,10697,741844,0.1,1.3,b96dbc59e24b4ddd917c75b13d6bbc5d,6,7,,,,,common,0.47023,"(-0.0754, 0.5363)",3,be8403cdd1534522ac060ec8497371cd,1e24c789979b4ababce55b34861ace25,11eb051bbc134831851e8764befc155e,7200391494bb4dea8109202bb3e2cf47,c5d61976c96c4130903ab227c7bf72ce,2.4,3,0.1,0.5,1,
Mushroom of Corruption,타락한 주황버섯,model://96cd5b80-98a9-4082-a1bc-8cd732473989,monster,,,13340,431650,0.1,1.3,2ef8bee76dcc4d349f290ef594539922,6,7,,,,,common,0.35239,"(0.0200, 0.4487)",3,72094cb8339f4a7f9b43dce582ca5ed7,3f531938fadf455eaa295e0ad9bfaaba,c88510248d6e4f7186a7ef7558b626d7,215b36febb6a4ccda7db918ab1472d5a,12fdc9abfc48426489660bf3bf394338,3.8,3,0.1,0.5,1,1
EliteBoss_Mushroom of Corruption,엘리트 타락한 주황버섯,model://6babdd1b-263f-4f6e-9a43-b581cf6e3f60,boss,326,,11783,154941865,0.1,1.3,2ef8bee76dcc4d349f290ef594539922,7,7,,,,20,common,0.49794,"(0.017, 0.538)",3,72094cb8339f4a7f9b43dce582ca5ed7,3f531938fadf455eaa295e0ad9bfaaba,c88510248d6e4f7186a7ef7558b626d7,215b36febb6a4ccda7db918ab1472d5a,12fdc9abfc48426489660bf3bf394338,3.2,4,4,0,2,
Ifrit,이프리트,model://21f60f9c-1c2b-4816-80c7-b5365592a634,monster,233,,8159,721766,0.1,1.3,cef248e1dd694966aa222963781287b0,5,7,,,,,common,0.4944,"(0.0884, 0.8231)",3,8301cf23347748c1ab92518203503a8c,f18afb4e80d949a78dc63c380364f53f,2130543ce2974429848dd81814448b37,87e4d023aed84f13b1dbcc8b543bd46a,784208615e354f648ff42cee355a086d,2.4,3,0.1,0.5,1,
Golem,골렘,model://3d256b29-319a-4c0f-a661-d0330dbbf3cc,monster,,,5122,758452,0.1,1.3,a4081c3b7f5544b7afff2b381846541f,7,7,,,,,common,0.43541,"(0.0054, 0.5593)",3,8941cb581adb4d70b49ecfe7a2648efe,c9203bfe45834b318a2daa08a4cfe855,512e68062ad74488b30da1913d053248,006168737e2a4f80882a9e50fe5712ab,824cc999e71a4016b38c699534f77fac,2.4,3,0.1,0.5,1,
Captured Pontiff,사로잡힌 시간의 신관,model://3768fa54-d020-402c-99ca-520957193c35,monster,,,5122,763711,0.1,1.3,08cbdbc9fbe34f218f9003b8449bf690,7,7,,,,,common,0.43541,"(0.0054, 0.5593)",3,4374bcbb35bd47cf86419cac1efdce7d,4374bcbb35bd47cf86419cac1efdce7d,4374bcbb35bd47cf86419cac1efdce7d,4374bcbb35bd47cf86419cac1efdce7d,feb2e217cfe4499d8a73457c80eedfca,2.4,3,0.1,0.5,1,
Keeper of Darkness,어둠의 주시자,model://783aba31-5ae5-4125-8c29-dc373bfb432c,monster,,,12970,538110,0.1,1.3,9cc84ca8faf94356a3621fde5296f0fe,7,7,,,,,common,0.35239,"(0.0321, 0.6536)",3,cee9db98c455470d8cf4a59855404976,3d7b768236a44f27a09d1a23792f41eb,deb827cb6aa549e7883d5f8d633b88b3,5d3c7dc9ab184a33adb09c8b05637d5e,ddec66d0ed2d406ab01bf64a3e22da40,5.6,3,0.1,0.5,1,1
EliteBoss_Keeper of Darkness,엘리트 어둠의 주시자,model://da4f3fdb-a422-49a1-9880-08a030fbcde0,boss,327,,11844,153583110,0.1,1.3,9cc84ca8faf94356a3621fde5296f0fe,8,7,,,,5,common,0.42249,"(-0.007, 0.584)",3,cee9db98c455470d8cf4a59855404976,3d7b768236a44f27a09d1a23792f41eb,deb827cb6aa549e7883d5f8d633b88b3,5d3c7dc9ab184a33adb09c8b05637d5e,ddec66d0ed2d406ab01bf64a3e22da40,3.2,3,3,0,2,
Light Executor,빛의 집행자,model://2ff26360-f497-4304-a6bb-3857d67a30cb,monster,,,8811,776814,0.1,1.3,b76b30a06475485b9450ef013974679e,8,7,,,,,common,0.41287,"(-0.0027, 0.9589)",3,7b5ca250a72042948befe1df8f5a37a0,85f05e567873411fb261744f0111b128,620d96d2996f463ab1f7334a3794713b,95096dd8d7334e7f980588a75bb29d99,8317a46aaa4f442daaf3789b9a16dc04,2.4,3,0.1,0.5,1,
Dark Executor,어둠의 집행자,model://3f6b6267-09bc-42a2-a06c-78eaac301a4f,monster,,,8811,779528,0.1,1.3,38d70b542c2f40f4ac7ae1eb818973de,8,7,,,,,common,0.41287,"(-0.0027, 0.9589)",3,9902db61349845dd91547c3258dadd1a,219677e10c234ba1b0b03664e3762117,b965b2786bc84f5d96a0725c290fb97b,73416cffe56b410fa5528dd4d992823f,a1d309d11f104f83acdd3d8c58358ec0,2.4,3,0.1,0.5,1,
Black Dodo,남색 도도,model://9c5b12f0-42e1-4c9f-b654-9140257ea388,monster,232,,11520,747849,0.1,1.3,23bd07a94def419289a94f600d0dd25f,6,7,,,,,common,0.6321,"(-0.3661, 1.0284)",3,9482b5894bc745a085b8f9a70c8f787d,3f162e17a57e481392173e615fba525b,e64f4e5477e44ee1b169158ec7f46bff,dbe1b78e8bb941959a13652197ea7426,dbb267e8b12e461eb1a49f2b5edce593,2.4,3,0.1,0.5,1,
Dodo,도도,model://4c578ceb-2c21-453a-8157-f09fbf27169b,monster,,,9126,780932,0.1,1.3,2996dbd1f48445bd886dafd889082123,8,7,,,,,common,0.57924,"(-0.3661, 1.0284)",3,76a83d3cca3f4fa09b725079e47ebec6,68c43bbff3144390aa3c0b5f170eb1ba,d1cc025cc1ba456e9e02418e590fb661,6766fe5f237443078e0ac63ea726f64b,5d7495a23c814bb295d401d1ea67926d,2.4,3,0.1,0.5,1,
MagicSoldierB,마법병사B,model://612e1827-e4a6-4956-8a14-a2438783ee2a,monster,,,7126,795055,0.1,1.3,d8633d4969aa479bae23af13e52e5826,9,7,,,,,common,0.20577,"(0.0361, 0.4121)",3,ef4243cb5ea940f4989577d594255908,593fd59bb40940ebb9811d8b1219651a,a9022e31ead34cd5945f72d83653ddaf,8cc1114eddc4454293860bed2a6fcbfc,c791e4d47dec493bb69341c32b7bfe98,2.4,3,0.1,0.5,1,
