chapter,wave,group,monster,spawnMin,spawnMax,formation,option,delay,interval,spawnCount,spawnRadius,monsterWave,life
70009,4,1,MagicSoldierA,7,10,group,3,5,6,6,15,　,2
70009,4,1,WAVE,2,4,group,24,5,6,5,15,model://02a01e45-8966-4207-a480-36faf9d04008,2
70009,5,1,Thralled Guard,4,8,group,4,5,5,7,15,　,3
70009,5,1,RiverStone,6,12,group,4,1,2,20,15,　,1
70009,5,1,MagicSoldierA,6,12,group,4,5,2,20,15,　,2
70009,5,1,MagicSoldierA,10,30,group,4,5,7,5,15,　,3
70009,5,1,WAVE,3,5,group,24,5,5,6,15,model://02a01e45-8966-4207-a480-36faf9d04008,2
70009,6,1,EliteBoss_Warrior Specter,1,1,random,　,10,1,1,15,　,1
70010,1,1,Red Shadow,20,30,circle,24,5,9,4,15,　,1
70010,1,1,Warrior Specter,3,6,circle,60,7,10,3,15,　,1
70010,1,1,Thralled Guard,1,1,random,　,7,1,30,15,　,1
70010,1,2,Red Shadow,20,30,circle,24,5,9,4,15,　,1
70010,1,2,RiverStone,5,10,circle,36,7,10,3,15,　,1
70010,1,1,Thralled Guard,1,1,random,　,7,1,30,15,　,1
70010,2,1,Red Shadow,15,20,circle,18,5,15,2,15,　,2
70010,2,1,Thralled Guard,3,6,group,3,5,5,7,15,　,2
70010,2,1,Red Shadow,3,6,group,3,5,1,35,15,　,2
70010,2,1,WAVE,2,4,group,24,5,5,6,15,model://02a01e45-8966-4207-a480-36faf9d04008,2
70010,3,1,Thralled Guard,1,2,random,　,6,6,6,15,　,3
70010,3,1,Red Shadow,6,9,group,3,5,5,7,15,　,3
70010,3,1,Warrior Specter,1,1,random,　,15,1,20,15,　,3
70010,3,1,WAVE,2,4,group,24,5,5,6,15,model://02a01e45-8966-4207-a480-36faf9d04008,2
70010,4,1,RiverStone,10,10,circle,36,10,15,2,15,　,2
70010,4,1,Warrior Specter,15,30,group,4,5,8,4,15,　,2
70010,4,1,Thralled Guard,1,1,random,　,10,3,10,15,　,2
70010,4,2,RiverStone,10,10,circle,36,10,15,2,15,　,2
70010,4,2,Warrior Specter,8,14,group,4,4,8,4,15,　,2
70010,4,2,Warrior Specter,8,14,group,4,5,8,4,15,　,2
70010,4,2,Thralled Guard,1,1,random,　,10,3,10,15,　,2
70010,5,1,Thralled Guard,2,10,group,3,5,3,20,15,　,2
70010,5,1,Warrior Specter,2,5,group,3,6,1,60,15,　,2
70010,5,1,RiverStone,2,10,group,3,5,8,8,15,　,2
70010,5,1,RiverStone,4,4,group,3,7,1,60,15,　,2
70010,5,1,WAVE,2,4,group,24,5,7,7,15,model://02a01e45-8966-4207-a480-36faf9d04008,2
70010,6,1,Boss_Cygnus,1,1,random,　,10,1,1,15,　,1
80001,1,1,BabyWhiteMonkey,3,3,random,3,8,3,7,15,　,1
80001,1,1,The Book Ghost,6,6,group,3,5,3,7,15,　,1
80001,1,1,Jar,1,1,random,3,5,2,10,15,　,1
80001,1,1,WAVE,1,2,group,24,5,5,5,15,model://3b5742b0-7325-40c9-bb0f-6a474ad94294,1
80001,2,1,The Book Ghost,4,8,group,4,5,6,4,15,　,1
80001,2,1,The Book Ghost,10,10,circle,36,2,10,2,15,　,1
80001,2,1,BabyWhiteMonkey,1,3,group,3,5,2,12,15,　,1
80001,3,1,The Book Ghost,7,7,random,　,5,1,20,15,　,1
80001,3,1,The Book Ghost,6,8,group,2,5,2,10,15,　,1
80001,3,1,Jar,1,1,random,　,5,1,20,15,　,1
80001,3,1,WAVE,2,3,group,24,5,4,6,15,model://3b5742b0-7325-40c9-bb0f-6a474ad94294,1
80001,4,1,The Book Ghost,30,35,circle,18,7,4,7,15,　,2
80001,4,1,Jar,1,1,random,　,5,1,30,15,　,2
80001,4,2,The Book Ghost,30,35,circle,18,7,4,7,15,　,2
80001,4,2,BabyWhiteMonkey,1,1,random,　,5,1,30,15,　,2
80001,5,1,The Book Ghost,25,30,group,3,5,5,7,15,　,2
80001,5,1,BabyWhiteMonkey,1,4,random,　,7,1,35,15,　,2
80001,5,1,Jar,1,4,random,　,7,2,17,15,　,2
80001,5,1,WAVE,2,3,group,24,5,4,9,15,model://3b5742b0-7325-40c9-bb0f-6a474ad94294,1
80001,6,1,WAVE,1,4,group,24,5,7,10,15,model://3b5742b0-7325-40c9-bb0f-6a474ad94294,1
80001,6,1,EliteBoss_Doraji,1,1,random,　,10,1,1,15,　,1
80002,1,1,The Book Ghost,7,14,group,3,5,5,5,15,　,1
80002,1,1,BabyWhiteMonkey,1,1,random,　,5,1,25,15,　,1
80002,2,1,Jar,1,1,random,　,5,1,25,15,　,2
80002,2,1,The Book Ghost,10,10,group,3,5,4,5,15,　,2
80002,2,1,Doraji,20,25,circle,18,7,5,4,15,　,2
80002,3,1,Doraji,20,35,random,　,5,5,4,15,　,2
80002,3,1,BabyWhiteMonkey,2,5,group,3,7,3,7,15,　,2
80002,3,1,Jar,2,4,random,　,7,5,4,15,　,2
80002,3,1,WAVE,2,4,group,24,5,5,6,15,model://3b5742b0-7325-40c9-bb0f-6a474ad94294,1
80002,4,1,Doraji,20,30,group,3,5,5,6,15,　,2
80002,4,1,BabyWhiteMonkey,2,2,random,　,4,1,34,15,　,1
80002,4,1,OldDoraji,15,30,circle,12,7,10,3,15,　,1
80002,4,1,WAVE,2,4,group,24,5,5,6,15,model://3b5742b0-7325-40c9-bb0f-6a474ad94294,1
80002,5,1,OldDoraji,1,2,group,2,5,0.5,56,15,　,1
80002,5,1,OldDoraji,15,25,group,3,5,3,7,15,　,1
80002,5,1,Jar,4,8,random,　,5,5,4,15,　,2
80002,5,1,OldDoraji,20,35,circle,18,10,10,2,15,　,2
80002,6,1,EliteBoss_WhiteFurMommyMonkey,1,1,random,　,10,1,1,15,　,1
80002,6,1,WAVE,1,4,group,24,5,7,10,15,model://3b5742b0-7325-40c9-bb0f-6a474ad94294,1
80003,1,1,Doraji,1,2,random,3,5,1,20,15,　,1
80003,1,1,WAVE,1,4,group,24,5,5,4,15,model://3c46bff1-7d7d-4db7-a215-5fb62f612471,1
80003,1,1,OldDoraji,6,12,group,3,5,2,8,15,　,1
80003,2,1,Mama Monkey,1,1,random,　,5,1.5,20,15,　,1
80003,2,1,OldDoraji,20,30,random,　,5,8,3,15,　,2
80003,2,1,WAVE,2,4,group,24,5,5,6,15,model://3c46bff1-7d7d-4db7-a215-5fb62f612471,1
80003,2,1,StarSquirrel,1,3,random,　,5,1,30,15,　,2
80003,3,1,Mama Monkey,1,3,group,3,5,1,30,15,　,2
80003,3,1,Wild Monkey,5,18,group,3,5,4,6,15,　,2
80003,3,1,WAVE,2,4,group,24,5,5,6,15,model://3c46bff1-7d7d-4db7-a215-5fb62f612471,1
80003,4,1,Wild Monkey,20,25,random,　,5,4,5,15,　,2
80003,4,1,Jar,3,5,random,　,6,2.5,8,15,　,2
80003,5,1,Wild Monkey,11,12,group,3,4,3,12,15,　,1
80003,5,1,Wild Monkey,13,18,group,3,4,4,9,15,　,2
80003,5,1,StarSquirrel,2,4,random,　,5,1,36,15,　,3
80003,5,1,Jar,1,1,random,　,6,1,36,15,　,3
80003,6,1,WAVE,1,4,group,24,5,7,10,15,model://3c46bff1-7d7d-4db7-a215-5fb62f612471,1
80003,6,1,EliteBoss_Red Flower Serpent,1,1,random,　,10,1,1,15,　,1
80004,1,1,Jar,1,1,random,　,5,2,10,15,　,1
80004,1,1,StarSquirrel,2,3,group,3,5,1.5,13,15,　,1
80004,1,1,Mama Monkey,1,1,random,　,5,2,10,15,　,1
80004,1,1,WildPanda,4,6,group,3,5,4,6,15,　,1
80004,2,1,StarSquirrel,1,1,random,　,5,1,45,15,　,2
80004,2,1,Wild Monkey,12,24,group,4,5,5,8,15,　,2
80004,2,1,WildPanda,10,20,circle,12,5,15,3,15,　,2
80004,2,1,Mama Monkey,4,6,group,3,5,15,3,15,　,2
80004,2,1,WAVE,2,4,group,24,5,5,6,15,model://3c46bff1-7d7d-4db7-a215-5fb62f612471,1
80004,3,1,WildPanda,15,20,circle,18,5,5,4,15,　,1
80004,3,1,Jar,3,4,random,　,6,1,20,15,　,1
80004,3,1,WildPanda,15,20,circle,18,6,5,4,15,　,2
80004,3,1,StarSquirrel,2,4,group,2,5,2,10,15,　,2
80004,3,1,WAVE,2,4,group,24,5,5,6,15,model://3c46bff1-7d7d-4db7-a215-5fb62f612471,1
80004,4,1,StarSquirrel,2,3,group,5,8,8,4,15,　,1
80004,4,1,WildPanda,5,5,group,5,5,8,4,15,　,1
80004,4,1,Sikhye Crock,5,10,group,5,5,8,4,15,　,1
80004,4,1,Sikhye Crock,4,8,group,3,5,8,4,15,　,2
80004,4,1,Jar,1,1,random,　,5,1,32,15,　,2
80004,5,1,StarSquirrel,2,3,group,3,7,2,20,15,　,3
80004,5,1,Sikhye Crock,15,15,random,　,4,10,4,15,　,3
80004,5,1,Sikhye Crock,30,50,random,　,5,10,4,15,　,3
80004,5,1,StarSquirrel,1,2,random,　,5,1,40,15,　,3
80004,5,1,WAVE,2,4,group,24,5,5,6,15,model://3c46bff1-7d7d-4db7-a215-5fb62f612471,1
80004,6,1,EliteBoss_Sage Cat,1,1,random,　,10,1,1,15,　,1
80005,1,1,WildPanda,8,14,random,　,5,5,3,15,　,1
80005,1,1,Sikhye Crock,5,8,circle,10,5,5,3,15,　,1
80005,1,1,StarSquirrel,3,3,group,3,5,2,7,15,　,1
80005,2,1,Jar of Stagnant Water,16,16,circle,15,5,5,3,15,　,2
80005,2,1,Red Flower Serpent,2,3,group,3,5,1,15,15,　,1
80005,2,1,Mama Monkey,1,1,random,　,5,1,15,15,　,1
80005,3,1,Jar of Stagnant Water,10,10,group,3,6,8,4,15,　,1
80005,3,1,Broken Sikhye Crock,1,1,random,　,6,1,30,15,　,2
80005,3,1,Jar of Stagnant Water,20,20,circle,18,6,5,6,15,　,2
80005,3,1,Jar of Stagnant Water,3,5,group,3,5,6,5,15,　,2
80005,3,1,Jar,1,2,group,2,5,4,10,15,　,1
80005,3,1,WAVE,2,4,group,24,5,5,6,15,model://bd1dc002-2cef-43df-94e9-a3d6817b7435,1
80005,4,1,Broken Sikhye Crock,1,1,random,　,5,1,30,15,　,2
80005,4,1,Jar of Stagnant Water,20,20,circle,18,5,10,3,15,　,2
80005,4,1,Jar of Stagnant Water,7,14,group,3,5,7,5,15,　,2
80005,4,1,Broken Sikhye Crock,1,4,random,　,5,2,17,15,　,2
80005,4,1,Red Flower Serpent,1,1,random,　,5,1,35,15,　,2
80005,4,1,Mama Monkey,3,5,group,3,5,6,5,15,　,2
80005,4,1,WAVE,2,4,group,24,5,5,6,15,model://bd1dc002-2cef-43df-94e9-a3d6817b7435,1
80005,5,1,Broken Sikhye Crock,1,1,random,　,6,1,27,15,　,2
80005,5,1,Jar of Stagnant Water,50,50,circle,18,7,10,3,15,　,3
80005,5,1,Jar of Stagnant Water,14,20,group,3,5,5,4,15,　,3
80005,5,1,Broken Sikhye Crock,2,5,group,3,8,3,7,15,　,3
80005,5,1,Mama Monkey,1,2,random,　,5,1,30,15,　,2
80005,5,1,WAVE,2,4,group,24,5,5,6,15,model://bd1dc002-2cef-43df-94e9-a3d6817b7435,1
80005,6,1,Boss - King Sage Cat,1,1,random,　,5,1,1,15,　,1
80006,1,1,Jar of Stagnant Water,7,14,group,3,5,5,5,15,　,1
80006,1,1,Mama Monkey,1,8,group,3,7,5,5,15,　,1
80006,1,1,WAVE,1,4,group,24,5,5,6,15,model://bd1dc002-2cef-43df-94e9-a3d6817b7435,1
80006,1,2,Jar of Stagnant Water,7,14,group,3,5,5,5,15,　,1
80006,1,2,Broken Sikhye Crock,2,8,group,3,7,5,5,15,　,1
80006,1,2,WAVE,1,4,group,24,5,5,6,15,model://bd1dc002-2cef-43df-94e9-a3d6817b7435,1
80006,2,1,Jar of Stagnant Water,7,14,group,5,5,5,5,15,　,2
80006,2,1,Jinseng Jar,7,14,group,5,5,5,5,15,　,2
80006,2,1,Jinseng Jar,7,14,group,3,5,5,5,15,　,2
80006,2,1,Mama Monkey,1,4,group,2,5,2,13,15,　,2
80006,2,1,WAVE,2,4,group,24,5,5,6,15,model://bd1dc002-2cef-43df-94e9-a3d6817b7435,1
80006,3,1,Jinseng Jar,7,14,random,　,5,8,3,15,　,2
80006,3,1,WildBear,7,14,group,4,5,5,4,15,　,2
80006,3,1,WildBear,10,20,circle,18,10,9,3,15,　,2
80006,3,1,Broken Sikhye Crock,1,3,random,　,5,1,25,15,　,2
80006,3,1,WAVE,2,4,group,24,5,5,6,15,model://bd1dc002-2cef-43df-94e9-a3d6817b7435,1
80006,4,1,WildBear,8,16,random,　,5,5,7,15,　,2
80006,4,1,WildBear,3,3,random,　,6,5,7,15,　,2
80006,4,1,Jinseng Jar,6,6,random,　,6,5,7,15,　,2
80006,4,2,WildBear,10,20,circle,18,5,7,4,15,　,2
80006,4,2,WildBear,10,20,circle,18,10,7,4,15,　,2
80006,5,1,WildBear,5,5,random,　,5,3,8,15,　,3
80006,5,1,WildBear,5,5,random,　,8,4,7,15,　,3
80006,5,1,Mama Monkey,2,3,group,2,5,1,30,15,　,3
80006,6,1,EliteBoss_WhiteFurBigMonkey,1,1,random,　,10,1,1,15,　,1
80007,1,1,WildBear,10,20,group,3,5,7,4,15,　,1
80007,1,1,Peach Monkey,1,2,random,　,3,1,28,15,　,1
80007,1,1,Broken Sikhye Crock,1,1,random,　,5,3,8,15,　,1
80007,1,1,Sage Cat,4,4,random,　,5,3,8,15,　,1
80007,1,1,Sage Cat,4,8,group,4,7,5,4,15,　,1
80007,1,1,WhiteFurBigMonkey,1,1,random,　,5,2,14,15,　,1
80007,2,1,Sage Cat,3,40,group,5,5,8,5,15,　,3
80007,2,1,Sage Cat,3,3,random,　,7,3,10,15,　,3
80007,2,1,WildBear,3,6,group,5,5,8,5,15,　,3
80007,2,1,Peach Monkey,2,2,random,　,7,1,30,15,　,3
80007,2,1,WhiteFurBigMonkey,1,3,group,24,5,5,4,15,　,2
80007,2,1,WAVE,2,4,group,24,5,5,6,15,model://61beb320-9ad2-4953-90be-b0f0e5cb2aad,1
80007,3,1,Sage Cat,25,30,circle,18,5,10,3,15,　,2
80007,3,1,Peach Monkey,1,4,group,2,5,1,30,15,　,2
80007,3,1,Sage Cat,10,15,circle,24,10,10,2,15,　,2
80007,3,1,WAVE,2,4,group,24,5,5,6,15,model://61beb320-9ad2-4953-90be-b0f0e5cb2aad,1
80007,4,1,WhiteFurBigMonkey,1,1,random,　,5,1,30,15,　,2
80007,4,1,Peach Monkey,1,1,random,　,5,1,30,15,　,2
80007,4,1,Lupin,3,3,group,2,5,1,32,15,　,2
80007,4,1,Lupin,2,4,group,24,5,5,6,15,　,2
80007,5,1,Lupin,3,5,random,　,5,1,40,15,　,3
80007,5,1,Peach Monkey,1,3,random,　,6,1,30,15,　,3
80007,5,1,WAVE,2,4,group,24,5,5,6,15,model://61beb320-9ad2-4953-90be-b0f0e5cb2aad,1
80007,5,1,Broken Sikhye Crock,1,1,random,　,5,1,45,15,　,3
80007,5,1,Lupin,3,5,group,24,5,5,5,15,　,2
80007,6,1,EliteBoss_Ogong,1,1,random,　,10,1,1,15,　,1
80008,1,1,Lupin,20,20,circle,18,5,10,3,15,　,1
80008,1,1,WhiteFurBigMonkey,1,1,random,　,5,2,15,15,　,1
80008,1,1,Lupin,4,8,group,4,5,8,4,15,　,1
80008,1,1,WAVE,1,4,group,24,5,5,6,15,model://61beb320-9ad2-4953-90be-b0f0e5cb2aad,1
80008,1,2,Lupin,25,25,circle,18,5,15,2,15,　,1
80008,1,2,WhiteFurBigMonkey,3,5,group,3,5,8,4,15,　,1
80008,1,2,WAVE,1,4,group,24,5,5,6,15,model://61beb320-9ad2-4953-90be-b0f0e5cb2aad,1
80008,2,1,Lupin,5,10,group,4,5,5,6,15,　,1
80008,2,1,Lupin,9,17,group,4,5,5,6,15,　,1
80008,2,1,Peach Monkey,3,5,group,2,5,3,10,15,　,1
80008,2,1,Ogong,2,4,group,3,5,5,5,15,　,1
80008,3,1,Ogong,20,45,circle,14,5,8,3,15,　,3
80008,3,1,Peach Monkey,1,1,random,　,3,0.5,50,15,　,3
80008,3,1,WAVE,2,4,group,24,5,5,6,15,model://61beb320-9ad2-4953-90be-b0f0e5cb2aad,1
80008,3,2,Broken Sikhye Crock,1,5,random,　,5,2,15,15,　,3
80008,3,2,Ogong,20,25,circle,14,5,8,3,15,　,3
80008,3,2,WAVE,2,4,group,24,5,5,6,15,model://61beb320-9ad2-4953-90be-b0f0e5cb2aad,1
80008,4,1,WhiteFurBigMonkey,2,4,group,3,5,3,10,15,　,2
80008,4,1,Reindeer,15,25,circle,15,5,10,3,15,　,3
80008,4,1,Peach Monkey,1,1,random,　,6,1,32,15,　,1
80008,4,1,Reindeer,7,14,circle,26,6,8,3,15,　,2
80008,5,1,Reindeer,10,30,group,3,5,4,8,15,　,2
80008,5,1,Reindeer,8,16,group,3,5,4,8,15,　,1
80008,5,1,Lupin,8,16,group,3,5,4,8,15,　,1
80008,5,1,WhiteFurBigMonkey,1,1,random,　,5,1,35,15,　,2
80008,5,1,Peach Monkey,3,5,group,3,5,3,10,15,　,2
80008,5,1,WAVE,2,4,group,24,5,5,6,15,model://61beb320-9ad2-4953-90be-b0f0e5cb2aad,1
80008,6,1,EliteBoss_Reindeer,1,1,random,　,10,1,1,15,　,1
80008,6,1,WAVE,1,4,group,24,5,7,10,15,model://61beb320-9ad2-4953-90be-b0f0e5cb2aad,1
80009,1,1,Frog,1,1,random,　,5,1,30,15,　,1
80009,1,1,Reindeer,1,3,group,3,6,1,30,15,　,1
80009,1,1,PurpleFrog,1,1,random,　,7,0.5,60,15,　,1
80009,1,1,WAVE,1,4,group,24,5,5,6,15,model://962b7090-6431-4972-8230-3d5bace10926,1
80009,2,1,PurpleFrog,5,7,group,3,5,2,15,15,　,1
80009,2,1,PurpleFrog,5,7,group,3,5,2,15,15,　,1
80009,2,1,WhiteFurBigMonkey,3,4,random,　,5,3,10,15,　,2
80009,2,1,Anti's Egg,2,4,group,4,5,5,6,15,　,2
80009,3,1,Frog,1,1,random,　,5,0.5,60,15,　,2
80009,3,1,PurpleFrog,30,40,circle,24,10,12,3,15,　,2
80009,3,1,WhiteFurBigMonkey,2,4,group,3,5,3,10,15,　,2
80009,3,2,RedFrog,1,1,random,　,5,0.8,40,15,　,2
80009,3,2,PurpleFrog,30,40,circle,24,10,10,4,15,　,2
80009,3,2,Anti's Egg,2,4,group,3,5,3,10,15,　,2
80009,4,1,Anti's Egg,1,3,random,　,5,1,28,15,　,1
80009,4,1,PurpleFrog,5,12,group,5,5,7,5,15,　,1
80009,4,1,RedFrog,7,10,group,3,5,6,6,15,　,2
80009,4,1,Frog,1,4,group,2,5,2,18,15,　,2
80009,4,1,WAVE,2,4,group,24,5,5,6,15,model://962b7090-6431-4972-8230-3d5bace10926,1
80009,5,1,Anti's Egg,2,8,group,3,5,4,10,15,　,2
80009,5,1,RedFrog,6,12,group,4,1,2,20,15,　,2
80009,5,1,RedFrog,6,12,group,4,5,2,20,15,　,2
80009,5,1,RedFrog,10,30,group,4,5,7,5,15,　,3
80009,5,1,Frog,1,5,group,2,5,1,40,15,　,2
80009,6,1,WAVE,1,5,group,24,5,6,12,15,model://962b7090-6431-4972-8230-3d5bace10926,1
80009,6,1,EliteBoss_GreenFrog,1,1,random,　,10,1,1,15,　,1
80010,1,1,GreenFrog,20,30,circle,24,5,9,4,15,　,1
80010,1,1,GreenFrog,3,6,circle,60,7,10,3,15,　,1
80010,1,1,WhiteFurBigMonkey,1,1,random,　,7,1,30,15,　,1
80010,1,2,GreenFrog,20,30,circle,24,5,9,4,15,　,1
80010,1,2,GreenFrog,5,10,circle,36,7,10,3,15,　,1
80010,1,2,Anti's Egg,1,1,random,　,7,1,30,15,　,1
80010,2,1,GreenFrog,15,20,circle,18,5,15,2,15,　,2
80010,2,1,Frog,2,6,group,3,5,2,15,15,　,2
80010,2,1,WhiteFurBigMonkey,1,3,random,　,6,3,12,15,　,2
80010,2,1,Anti's Egg,2,4,group,3,7,5,6,15,　,2
80010,3,1,Chunky Striped Gourd,1,2,random,　,6,6,6,15,　,3
80010,3,1,Chunky Striped Gourd,6,9,group,3,5,5,7,15,　,3
80010,3,1,Anti's Egg,1,1,random,　,15,1,20,15,　,3
80010,3,1,WhiteFurBigMonkey,2,4,group,3,5,3,12,15,　,2
80010,3,1,WAVE,2,4,group,24,5,5,6,15,model://962b7090-6431-4972-8230-3d5bace10926,1
80010,4,1,Chunky Striped Gourd,10,10,circle,36,10,15,2,15,　,2
80010,4,1,Chunky Striped Gourd,15,30,group,4,5,8,4,15,　,2
80010,4,1,Anti's Egg,1,2,random,　,10,1,30,15,　,2
80010,4,1,WAVE,2,4,group,24,5,5,6,15,model://962b7090-6431-4972-8230-3d5bace10926,1
80010,4,2,Chunky Striped Gourd,10,10,circle,36,10,15,2,15,　,2
80010,4,2,WhiteFurMommyMonkey,8,14,group,4,4,8,4,15,　,2
80010,4,2,Frog,1,3,random,　,5,1,30,15,　,2
80010,4,2,WhiteFurBigMonkey,1,1,random,　,10,1,30,15,　,2
80010,4,2,WAVE,2,4,group,24,5,5,6,15,model://962b7090-6431-4972-8230-3d5bace10926,1
80010,5,1,WhiteFurMommyMonkey,2,10,group,3,5,3,20,15,　,2
80010,5,1,WhiteFurMommyMonkey,2,5,group,3,6,1,60,15,　,2
80010,5,1,Anti's Egg,2,10,group,3,5,8,8,15,　,2
80010,5,1,WhiteFurBigMonkey,1,1,random,　,7,1,60,15,　,2
80010,5,1,Frog,2,4,random,　,5,1,60,15,　,2
80010,5,1,WAVE,2,4,group,24,5,5,6,15,model://962b7090-6431-4972-8230-3d5bace10926,1
80010,6,1,WAVE,1,2,group,24,5,7,30,15,model://962b7090-6431-4972-8230-3d5bace10926,1
80010,6,1,Boss - Guardian Angel Slime,1,1,random,　,10,1,1,15,　,1
