WorldVersion,SeasonID,RankSeason,Year,Month,Day,Hour,Minute,RankCriteria,B1,B2,B3,S2,S3,G1,G2,G3,P1,P2,P3,P4,D1,D2,D3,D4,M1,M2,M3,M4,C
0.2.1,1.356,1.2,2039,1,4,0,0,CT10009,PEN10005,PEN20001,PEN30016,PEN10007,PEN10002,PEN20013,PEN20004,PEN30011,PEN20010,PEN20004,PEN30016,PEN30006,PEN20011,PEN20006,PEN30003,PEN30014,PEN20012,PEN20006,PEN30012,PEN30016,PEN40001
0.2.1,1.357,1.2,2039,1,18,0,0,CT10010,PEN10004,PEN20005,PEN30016,PEN10003,PEN10002,PEN20006,PEN20005,PEN30010,PEN20013,PEN20004,PEN30009,PEN30003,PEN20015,PEN20009,PEN30014,PEN30014,PEN20002,PEN20007,PEN30010,PEN30003,PEN40001
0.2.1,1.358,1.1,2039,2,1,0,0,CT10003,PEN10002,PEN20014,PEN30006,PEN10007,PEN10004,PEN20005,PEN20004,PEN30011,PEN20009,PEN20007,PEN30014,PEN30013,PEN20008,PEN20002,PEN30012,PEN30011,PEN20008,PEN20015,PEN30016,PEN30013,PEN40001
0.2.1,1.359,1.1,2039,2,15,0,0,CT10014,PEN10002,PEN20009,PEN30007,PEN10002,PEN10008,PEN20005,PEN20013,PEN30002,PEN20008,PEN20013,PEN30013,PEN30003,PEN20011,PEN20015,PEN30004,PEN30013,PEN20015,PEN20016,PEN30002,PEN30016,PEN40001
0.2.1,1.360,1.1,2039,3,1,0,0,CT10005,PEN10006,PEN20007,PEN30004,PEN10002,PEN10005,PEN20002,PEN20001,PEN30003,PEN20003,PEN20006,PEN30016,PEN30008,PEN20001,PEN20014,PEN30007,PEN30010,PEN20009,PEN20002,PEN30007,PEN30013,PEN40001
0.2.1,1.361,1.1,2039,3,15,0,0,CT10015,PEN10001,PEN20012,PEN30014,PEN10004,PEN10001,PEN20004,PEN20003,PEN30008,PEN20006,PEN20012,PEN30006,PEN30005,PEN20010,PEN20001,PEN30005,PEN30004,PEN20010,PEN20005,PEN30013,PEN30005,PEN40001
0.2.1,1.362,1.2,2039,3,29,0,0,CT10006,PEN10005,PEN20008,PEN30003,PEN10003,PEN10005,PEN20004,PEN20004,PEN30014,PEN20008,PEN20010,PEN30014,PEN30016,PEN20014,PEN20002,PEN30012,PEN30002,PEN20004,PEN20008,PEN30007,PEN30008,PEN40001
0.2.1,1.363,1.1,2039,4,12,0,0,CT10002,PEN10004,PEN20003,PEN30011,PEN10003,PEN10003,PEN20013,PEN20001,PEN30007,PEN20013,PEN20014,PEN30008,PEN30007,PEN20015,PEN20009,PEN30005,PEN30003,PEN20015,PEN20007,PEN30002,PEN30002,PEN40001
0.2.1,1.364,1.2,2039,4,26,0,0,CT10004,PEN10007,PEN20008,PEN30015,PEN10004,PEN10003,PEN20008,PEN20008,PEN30004,PEN20009,PEN20003,PEN30012,PEN30001,PEN20008,PEN20007,PEN30007,PEN30015,PEN20006,PEN20014,PEN30002,PEN30012,PEN40001
0.2.1,1.365,1.1,2039,5,10,0,0,CT10009,PEN10006,PEN20015,PEN30003,PEN10003,PEN10005,PEN20011,PEN20016,PEN30012,PEN20001,PEN20006,PEN30006,PEN30013,PEN20001,PEN20010,PEN30016,PEN30009,PEN20011,PEN20005,PEN30015,PEN30008,PEN40001
0.2.1,1.366,1.0,2039,5,24,0,0,CT10012,PEN10007,PEN20011,PEN30010,PEN10008,PEN10006,PEN20016,PEN20011,PEN30015,PEN20016,PEN20008,PEN30004,PEN30013,PEN20010,PEN20016,PEN30007,PEN30013,PEN20010,PEN20007,PEN30016,PEN30001,PEN40001
0.2.1,1.367,1.0,2039,6,7,0,0,CT10009,PEN10003,PEN20014,PEN30015,PEN10003,PEN10003,PEN20015,PEN20016,PEN30006,PEN20005,PEN20016,PEN30016,PEN30004,PEN20009,PEN20010,PEN30014,PEN30008,PEN20002,PEN20004,PEN30005,PEN30010,PEN40001
0.2.1,1.368,1.1,2039,6,21,0,0,CT10012,PEN10008,PEN20001,PEN30012,PEN10005,PEN10001,PEN20006,PEN20001,PEN30009,PEN20016,PEN20008,PEN30002,PEN30006,PEN20002,PEN20005,PEN30010,PEN30003,PEN20009,PEN20011,PEN30012,PEN30015,PEN40001
0.2.1,1.369,1.0,2039,7,5,0,0,CT10005,PEN10008,PEN20012,PEN30015,PEN10006,PEN10004,PEN20002,PEN20003,PEN30005,PEN20004,PEN20013,PEN30012,PEN30012,PEN20012,PEN20001,PEN30013,PEN30007,PEN20011,PEN20012,PEN30016,PEN30015,PEN40001
0.2.1,1.370,1.0,2039,7,19,0,0,CT10012,PEN10007,PEN20015,PEN30014,PEN10003,PEN10002,PEN20014,PEN20006,PEN30003,PEN20007,PEN20010,PEN30002,PEN30012,PEN20009,PEN20002,PEN30004,PEN30001,PEN20009,PEN20012,PEN30016,PEN30013,PEN40001
0.2.1,1.371,1.1,2039,8,2,0,0,CT10005,PEN10004,PEN20016,PEN30012,PEN10004,PEN10007,PEN20008,PEN20014,PEN30002,PEN20016,PEN20007,PEN30012,PEN30003,PEN20006,PEN20016,PEN30011,PEN30012,PEN20008,PEN20012,PEN30008,PEN30005,PEN40001
0.2.1,1.372,1.1,2039,8,16,0,0,CT10002,PEN10002,PEN20009,PEN30012,PEN10006,PEN10004,PEN20005,PEN20016,PEN30008,PEN20009,PEN20007,PEN30007,PEN30004,PEN20003,PEN20002,PEN30004,PEN30015,PEN20014,PEN20005,PEN30011,PEN30006,PEN40001
0.2.1,1.373,1.1,2039,8,30,0,0,CT10014,PEN10003,PEN20014,PEN30010,PEN10002,PEN10005,PEN20004,PEN20007,PEN30010,PEN20006,PEN20013,PEN30006,PEN30015,PEN20009,PEN20012,PEN30004,PEN30015,PEN20001,PEN20015,PEN30010,PEN30003,PEN40001
0.2.1,1.374,1.0,2039,9,13,0,0,CT10007,PEN10001,PEN20001,PEN30015,PEN10001,PEN10002,PEN20015,PEN20007,PEN30008,PEN20008,PEN20004,PEN30005,PEN30009,PEN20009,PEN20005,PEN30009,PEN30014,PEN20014,PEN20006,PEN30010,PEN30012,PEN40001
0.2.1,1.375,1.2,2039,9,27,0,0,CT10008,PEN10001,PEN20012,PEN30011,PEN10002,PEN10007,PEN20003,PEN20016,PEN30015,PEN20001,PEN20007,PEN30010,PEN30006,PEN20005,PEN20011,PEN30016,PEN30004,PEN20002,PEN20013,PEN30005,PEN30005,PEN40001
0.2.1,1.376,1.1,2039,10,11,0,0,CT10006,PEN10005,PEN20009,PEN30007,PEN10008,PEN10006,PEN20008,PEN20009,PEN30005,PEN20007,PEN20005,PEN30003,PEN30002,PEN20013,PEN20015,PEN30009,PEN30004,PEN20002,PEN20012,PEN30001,PEN30016,PEN40001
0.2.1,1.377,1.2,2039,10,25,0,0,CT10003,PEN10002,PEN20008,PEN30016,PEN10005,PEN10003,PEN20007,PEN20005,PEN30010,PEN20011,PEN20007,PEN30005,PEN30010,PEN20002,PEN20013,PEN30011,PEN30008,PEN20010,PEN20007,PEN30012,PEN30005,PEN40001
0.2.1,1.378,1.2,2039,11,8,0,0,CT10005,PEN10002,PEN20012,PEN30008,PEN10005,PEN10001,PEN20016,PEN20012,PEN30016,PEN20015,PEN20005,PEN30002,PEN30015,PEN20012,PEN20003,PEN30009,PEN30010,PEN20004,PEN20010,PEN30016,PEN30013,PEN40001
0.2.1,1.379,1.1,2039,11,22,0,0,CT10007,PEN10005,PEN20011,PEN30013,PEN10004,PEN10002,PEN20015,PEN20004,PEN30015,PEN20009,PEN20003,PEN30010,PEN30003,PEN20014,PEN20006,PEN30006,PEN30012,PEN20014,PEN20007,PEN30011,PEN30002,PEN40001
0.2.1,1.380,1.2,2039,12,6,0,0,CT10001,PEN10001,PEN20009,PEN30001,PEN10005,PEN10007,PEN20013,PEN20007,PEN30007,PEN20003,PEN20002,PEN30014,PEN30011,PEN20015,PEN20011,PEN30011,PEN30004,PEN20002,PEN20011,PEN30004,PEN30004,PEN40001
0.2.1,1.381,1.2,2039,12,20,0,0,CT10012,PEN10005,PEN20004,PEN30013,PEN10005,PEN10007,PEN20002,PEN20013,PEN30004,PEN20001,PEN20011,PEN30004,PEN30009,PEN20009,PEN20003,PEN30015,PEN30010,PEN20013,PEN20002,PEN30014,PEN30010,PEN40001
0.2.1,1.382,1.0,2040,1,3,0,0,CT10016,PEN10003,PEN20015,PEN30013,PEN10007,PEN10003,PEN20002,PEN20012,PEN30009,PEN20013,PEN20016,PEN30014,PEN30014,PEN20016,PEN20013,PEN30014,PEN30008,PEN20009,PEN20013,PEN30006,PEN30012,PEN40001
0.2.1,1.383,1.0,2040,1,17,0,0,CT10016,PEN10002,PEN20011,PEN30014,PEN10001,PEN10001,PEN20015,PEN20010,PEN30010,PEN20012,PEN20009,PEN30005,PEN30003,PEN20011,PEN20004,PEN30011,PEN30016,PEN20009,PEN20011,PEN30006,PEN30005,PEN40001
0.2.1,1.384,1.0,2040,1,31,0,0,CT10016,PEN10003,PEN20014,PEN30002,PEN10004,PEN10003,PEN20009,PEN20014,PEN30016,PEN20013,PEN20010,PEN30010,PEN30016,PEN20004,PEN20016,PEN30008,PEN30013,PEN20008,PEN20005,PEN30004,PEN30008,PEN40001
0.2.1,1.385,1.2,2040,2,14,0,0,CT10016,PEN10001,PEN20013,PEN30002,PEN10008,PEN10006,PEN20006,PEN20011,PEN30012,PEN20014,PEN20006,PEN30015,PEN30005,PEN20010,PEN20007,PEN30001,PEN30003,PEN20012,PEN20004,PEN30001,PEN30011,PEN40001
0.2.1,1.386,1.0,2040,2,28,0,0,CT10016,PEN10008,PEN20004,PEN30005,PEN10008,PEN10001,PEN20011,PEN20001,PEN30001,PEN20015,PEN20012,PEN30004,PEN30004,PEN20012,PEN20007,PEN30015,PEN30008,PEN20014,PEN20001,PEN30006,PEN30011,PEN40001
0.2.1,1.387,1.2,2040,3,13,0,0,CT10010,PEN10004,PEN20006,PEN30005,PEN10008,PEN10007,PEN20005,PEN20016,PEN30006,PEN20003,PEN20007,PEN30016,PEN30003,PEN20005,PEN20011,PEN30005,PEN30002,PEN20010,PEN20008,PEN30001,PEN30007,PEN40001
0.2.1,1.388,1.0,2040,3,27,0,0,CT10003,PEN10001,PEN20014,PEN30003,PEN10002,PEN10004,PEN20008,PEN20007,PEN30002,PEN20008,PEN20008,PEN30015,PEN30015,PEN20003,PEN20005,PEN30016,PEN30005,PEN20014,PEN20014,PEN30015,PEN30010,PEN40001
0.2.1,1.389,1.0,2040,4,10,0,0,CT10007,PEN10004,PEN20002,PEN30012,PEN10004,PEN10006,PEN20004,PEN20002,PEN30009,PEN20010,PEN20016,PEN30003,PEN30010,PEN20011,PEN20013,PEN30011,PEN30014,PEN20003,PEN20005,PEN30016,PEN30013,PEN40001
0.2.1,1.390,1.2,2040,4,24,0,0,CT10004,PEN10002,PEN20010,PEN30008,PEN10002,PEN10007,PEN20008,PEN20002,PEN30010,PEN20016,PEN20015,PEN30007,PEN30012,PEN20009,PEN20004,PEN30011,PEN30011,PEN20005,PEN20007,PEN30012,PEN30006,PEN40001
0.2.1,1.391,1.1,2040,5,8,0,0,CT10003,PEN10002,PEN20005,PEN30009,PEN10008,PEN10006,PEN20004,PEN20005,PEN30013,PEN20015,PEN20010,PEN30015,PEN30010,PEN20007,PEN20012,PEN30002,PEN30005,PEN20008,PEN20001,PEN30011,PEN30011,PEN40001
0.2.1,1.392,1.1,2040,5,22,0,0,CT10002,PEN10001,PEN20010,PEN30007,PEN10005,PEN10003,PEN20007,PEN20008,PEN30009,PEN20008,PEN20005,PEN30014,PEN30001,PEN20010,PEN20007,PEN30009,PEN30010,PEN20014,PEN20004,PEN30008,PEN30012,PEN40001
0.2.1,1.393,1.1,2040,6,5,0,0,CT10004,PEN10004,PEN20007,PEN30015,PEN10005,PEN10002,PEN20012,PEN20013,PEN30011,PEN20007,PEN20003,PEN30005,PEN30014,PEN20010,PEN20011,PEN30013,PEN30002,PEN20004,PEN20002,PEN30008,PEN30011,PEN40001
0.2.1,1.394,1.2,2040,6,19,0,0,CT10015,PEN10007,PEN20016,PEN30016,PEN10002,PEN10003,PEN20012,PEN20006,PEN30007,PEN20012,PEN20010,PEN30007,PEN30014,PEN20014,PEN20013,PEN30006,PEN30008,PEN20010,PEN20007,PEN30006,PEN30004,PEN40001
0.2.1,1.395,1.0,2040,7,3,0,0,CT10002,PEN10005,PEN20010,PEN30005,PEN10001,PEN10008,PEN20008,PEN20015,PEN30004,PEN20013,PEN20008,PEN30007,PEN30016,PEN20004,PEN20006,PEN30013,PEN30004,PEN20005,PEN20010,PEN30016,PEN30008,PEN40001
0.2.1,1.396,1.0,2040,7,17,0,0,CT10004,PEN10002,PEN20012,PEN30007,PEN10002,PEN10004,PEN20009,PEN20013,PEN30014,PEN20012,PEN20015,PEN30007,PEN30013,PEN20006,PEN20009,PEN30004,PEN30002,PEN20006,PEN20015,PEN30003,PEN30012,PEN40001
0.2.1,1.397,1.1,2040,7,31,0,0,CT10004,PEN10002,PEN20008,PEN30014,PEN10006,PEN10003,PEN20005,PEN20010,PEN30007,PEN20014,PEN20008,PEN30009,PEN30002,PEN20004,PEN20015,PEN30014,PEN30010,PEN20006,PEN20011,PEN30014,PEN30003,PEN40001
0.2.1,1.398,1.2,2040,8,14,0,0,CT10009,PEN10005,PEN20005,PEN30007,PEN10004,PEN10005,PEN20016,PEN20006,PEN30006,PEN20008,PEN20002,PEN30015,PEN30008,PEN20011,PEN20004,PEN30004,PEN30007,PEN20012,PEN20001,PEN30011,PEN30001,PEN40001
0.2.1,1.399,1.1,2040,8,28,0,0,CT10012,PEN10006,PEN20007,PEN30012,PEN10008,PEN10004,PEN20005,PEN20008,PEN30008,PEN20004,PEN20001,PEN30016,PEN30004,PEN20003,PEN20016,PEN30005,PEN30005,PEN20011,PEN20001,PEN30011,PEN30008,PEN40001
0.2.1,1.400,1.2,2040,9,11,0,0,CT10008,PEN10006,PEN20016,PEN30006,PEN10001,PEN10001,PEN20012,PEN20008,PEN30013,PEN20005,PEN20004,PEN30007,PEN30008,PEN20012,PEN20014,PEN30009,PEN30009,PEN20006,PEN20012,PEN30010,PEN30007,PEN40001
0.2.1,1.401,1.0,2040,9,25,0,0,CT10007,PEN10001,PEN20007,PEN30010,PEN10004,PEN10006,PEN20006,PEN20001,PEN30013,PEN20009,PEN20016,PEN30009,PEN30009,PEN20015,PEN20007,PEN30015,PEN30002,PEN20007,PEN20001,PEN30013,PEN30004,PEN40001
0.2.1,1.402,1.0,2040,10,9,0,0,CT10001,PEN10008,PEN20007,PEN30002,PEN10007,PEN10005,PEN20006,PEN20016,PEN30005,PEN20001,PEN20005,PEN30008,PEN30016,PEN20006,PEN20011,PEN30007,PEN30015,PEN20002,PEN20008,PEN30004,PEN30015,PEN40001
0.2.1,1.403,1.2,2040,10,23,0,0,CT10006,PEN10003,PEN20005,PEN30002,PEN10001,PEN10006,PEN20003,PEN20008,PEN30004,PEN20004,PEN20008,PEN30001,PEN30010,PEN20002,PEN20007,PEN30015,PEN30010,PEN20010,PEN20001,PEN30011,PEN30008,PEN40001
0.2.1,1.404,1.1,2040,11,6,0,0,CT10002,PEN10001,PEN20003,PEN30006,PEN10007,PEN10001,PEN20016,PEN20009,PEN30012,PEN20016,PEN20016,PEN30004,PEN30010,PEN20002,PEN20001,PEN30010,PEN30016,PEN20001,PEN20009,PEN30011,PEN30008,PEN40001
0.2.1,1.405,1.0,2040,11,20,0,0,CT10012,PEN10007,PEN20009,PEN30005,PEN10004,PEN10003,PEN20006,PEN20015,PEN30014,PEN20012,PEN20006,PEN30016,PEN30006,PEN20003,PEN20002,PEN30002,PEN30003,PEN20001,PEN20005,PEN30013,PEN30001,PEN40001
0.2.1,1.406,1.0,2040,12,4,0,0,CT10002,PEN10007,PEN20010,PEN30016,PEN10006,PEN10007,PEN20009,PEN20011,PEN30012,PEN20010,PEN20016,PEN30003,PEN30006,PEN20004,PEN20016,PEN30010,PEN30007,PEN20004,PEN20009,PEN30009,PEN30015,PEN40001
0.2.1,1.407,1.0,2040,12,18,0,0,CT10003,PEN10004,PEN20016,PEN30008,PEN10005,PEN10002,PEN20016,PEN20015,PEN30001,PEN20007,PEN20007,PEN30010,PEN30006,PEN20006,PEN20009,PEN30008,PEN30016,PEN20002,PEN20002,PEN30012,PEN30011,PEN40001
0.2.1,1.408,1.0,2041,1,1,0,0,CT10007,PEN10003,PEN20014,PEN30005,PEN10005,PEN10003,PEN20014,PEN20001,PEN30013,PEN20015,PEN20004,PEN30002,PEN30006,PEN20006,PEN20009,PEN30010,PEN30015,PEN20015,PEN20013,PEN30009,PEN30004,PEN40001
0.2.1,1.409,1.2,2041,1,15,0,0,CT10008,PEN10001,PEN20015,PEN30010,PEN10004,PEN10002,PEN20014,PEN20014,PEN30004,PEN20009,PEN20012,PEN30004,PEN30016,PEN20004,PEN20014,PEN30003,PEN30010,PEN20016,PEN20012,PEN30001,PEN30001,PEN40001
0.2.1,1.410,1.1,2041,1,29,0,0,CT10015,PEN10008,PEN20016,PEN30003,PEN10004,PEN10003,PEN20016,PEN20015,PEN30007,PEN20005,PEN20016,PEN30008,PEN30016,PEN20008,PEN20016,PEN30016,PEN30005,PEN20002,PEN20013,PEN30001,PEN30012,PEN40001
0.2.1,1.411,1.2,2041,2,12,0,0,CT10014,PEN10008,PEN20007,PEN30016,PEN10002,PEN10001,PEN20012,PEN20015,PEN30005,PEN20006,PEN20004,PEN30005,PEN30005,PEN20010,PEN20002,PEN30008,PEN30002,PEN20013,PEN20016,PEN30015,PEN30016,PEN40001
0.2.1,1.412,1.1,2041,2,26,0,0,CT10011,PEN10007,PEN20014,PEN30012,PEN10001,PEN10004,PEN20011,PEN20002,PEN30001,PEN20015,PEN20003,PEN30016,PEN30012,PEN20009,PEN20015,PEN30001,PEN30010,PEN20014,PEN20012,PEN30007,PEN30006,PEN40001
0.2.1,1.413,1.2,2041,3,12,0,0,CT10007,PEN10008,PEN20016,PEN30006,PEN10005,PEN10002,PEN20012,PEN20003,PEN30003,PEN20001,PEN20003,PEN30014,PEN30005,PEN20006,PEN20007,PEN30013,PEN30004,PEN20004,PEN20013,PEN30005,PEN30003,PEN40001
0.2.1,1.414,1.1,2041,3,26,0,0,CT10002,PEN10005,PEN20011,PEN30004,PEN10007,PEN10001,PEN20002,PEN20013,PEN30002,PEN20009,PEN20008,PEN30003,PEN30008,PEN20004,PEN20005,PEN30004,PEN30015,PEN20014,PEN20016,PEN30016,PEN30008,PEN40001
0.2.1,1.415,1.0,2041,4,9,0,0,CT10001,PEN10002,PEN20008,PEN30003,PEN10002,PEN10003,PEN20007,PEN20005,PEN30016,PEN20005,PEN20008,PEN30006,PEN30009,PEN20003,PEN20016,PEN30015,PEN30002,PEN20005,PEN20006,PEN30012,PEN30006,PEN40001
0.2.1,1.416,1.2,2041,4,23,0,0,CT10005,PEN10002,PEN20013,PEN30015,PEN10007,PEN10006,PEN20007,PEN20016,PEN30001,PEN20014,PEN20008,PEN30014,PEN30008,PEN20011,PEN20011,PEN30011,PEN30012,PEN20007,PEN20015,PEN30008,PEN30007,PEN40001
0.2.1,1.417,1.1,2041,5,7,0,0,CT10004,PEN10007,PEN20004,PEN30005,PEN10004,PEN10004,PEN20011,PEN20015,PEN30009,PEN20005,PEN20003,PEN30010,PEN30001,PEN20007,PEN20012,PEN30005,PEN30003,PEN20015,PEN20012,PEN30007,PEN30004,PEN40001
0.2.1,1.418,1.1,2041,5,21,0,0,CT10003,PEN10006,PEN20016,PEN30008,PEN10001,PEN10002,PEN20009,PEN20002,PEN30010,PEN20002,PEN20015,PEN30007,PEN30013,PEN20014,PEN20015,PEN30005,PEN30009,PEN20015,PEN20007,PEN30001,PEN30016,PEN40001
0.2.1,1.419,1.1,2041,6,4,0,0,CT10002,PEN10001,PEN20006,PEN30011,PEN10001,PEN10001,PEN20015,PEN20009,PEN30011,PEN20004,PEN20016,PEN30015,PEN30011,PEN20012,PEN20015,PEN30004,PEN30012,PEN20008,PEN20007,PEN30013,PEN30016,PEN40001
0.2.1,1.420,1.1,2041,6,18,0,0,CT10010,PEN10005,PEN20013,PEN30011,PEN10004,PEN10006,PEN20014,PEN20013,PEN30004,PEN20007,PEN20004,PEN30003,PEN30015,PEN20009,PEN20015,PEN30013,PEN30012,PEN20009,PEN20005,PEN30004,PEN30004,PEN40001
0.2.1,1.421,1.1,2041,7,2,0,0,CT10002,PEN10004,PEN20010,PEN30014,PEN10005,PEN10008,PEN20009,PEN20011,PEN30012,PEN20002,PEN20001,PEN30015,PEN30004,PEN20007,PEN20004,PEN30009,PEN30004,PEN20009,PEN20007,PEN30013,PEN30014,PEN40001
0.2.1,1.422,1.0,2041,7,16,0,0,CT10016,PEN10008,PEN20004,PEN30001,PEN10003,PEN10007,PEN20002,PEN20013,PEN30015,PEN20004,PEN20002,PEN30005,PEN30002,PEN20016,PEN20004,PEN30009,PEN30005,PEN20002,PEN20013,PEN30012,PEN30006,PEN40001
0.2.1,1.423,1.2,2041,7,30,0,0,CT10001,PEN10005,PEN20009,PEN30015,PEN10007,PEN10008,PEN20008,PEN20006,PEN30003,PEN20009,PEN20016,PEN30002,PEN30013,PEN20016,PEN20006,PEN30012,PEN30002,PEN20010,PEN20007,PEN30006,PEN30007,PEN40001
0.2.1,1.424,1.1,2041,8,13,0,0,CT10006,PEN10003,PEN20003,PEN30015,PEN10003,PEN10005,PEN20007,PEN20009,PEN30012,PEN20015,PEN20012,PEN30014,PEN30002,PEN20004,PEN20002,PEN30003,PEN30009,PEN20011,PEN20002,PEN30005,PEN30014,PEN40001
0.2.1,1.425,1.2,2041,8,27,0,0,CT10013,PEN10001,PEN20008,PEN30002,PEN10007,PEN10005,PEN20012,PEN20004,PEN30013,PEN20016,PEN20005,PEN30013,PEN30012,PEN20005,PEN20008,PEN30011,PEN30001,PEN20005,PEN20002,PEN30010,PEN30009,PEN40001
0.2.1,1.426,1.0,2041,9,10,0,0,CT10014,PEN10001,PEN20001,PEN30015,PEN10001,PEN10007,PEN20012,PEN20007,PEN30004,PEN20004,PEN20010,PEN30008,PEN30015,PEN20016,PEN20011,PEN30003,PEN30002,PEN20001,PEN20010,PEN30007,PEN30016,PEN40001
0.2.1,1.427,1.1,2041,9,24,0,0,CT10005,PEN10007,PEN20006,PEN30007,PEN10003,PEN10008,PEN20015,PEN20013,PEN30007,PEN20012,PEN20014,PEN30006,PEN30007,PEN20009,PEN20016,PEN30010,PEN30016,PEN20007,PEN20010,PEN30014,PEN30008,PEN40001
0.2.1,1.428,1.2,2041,10,8,0,0,CT10005,PEN10004,PEN20014,PEN30012,PEN10001,PEN10007,PEN20005,PEN20016,PEN30015,PEN20005,PEN20011,PEN30013,PEN30012,PEN20003,PEN20001,PEN30003,PEN30002,PEN20015,PEN20009,PEN30003,PEN30014,PEN40001
0.2.1,1.429,1.2,2041,10,22,0,0,CT10015,PEN10001,PEN20010,PEN30014,PEN10008,PEN10008,PEN20016,PEN20016,PEN30001,PEN20015,PEN20002,PEN30013,PEN30005,PEN20004,PEN20009,PEN30003,PEN30010,PEN20001,PEN20001,PEN30008,PEN30001,PEN40001
0.2.1,1.430,1.1,2041,11,5,0,0,CT10015,PEN10004,PEN20011,PEN30005,PEN10004,PEN10002,PEN20007,PEN20009,PEN30005,PEN20008,PEN20008,PEN30013,PEN30002,PEN20011,PEN20009,PEN30007,PEN30016,PEN20007,PEN20015,PEN30007,PEN30011,PEN40001
0.2.1,1.431,1.2,2041,11,19,0,0,CT10011,PEN10006,PEN20003,PEN30003,PEN10008,PEN10008,PEN20013,PEN20003,PEN30005,PEN20014,PEN20013,PEN30007,PEN30004,PEN20008,PEN20001,PEN30004,PEN30012,PEN20006,PEN20003,PEN30002,PEN30015,PEN40001
0.2.1,1.432,1.0,2041,12,3,0,0,CT10001,PEN10002,PEN20006,PEN30012,PEN10002,PEN10002,PEN20015,PEN20006,PEN30014,PEN20015,PEN20001,PEN30008,PEN30003,PEN20008,PEN20008,PEN30003,PEN30016,PEN20012,PEN20002,PEN30008,PEN30003,PEN40001
0.2.1,1.433,1.1,2041,12,17,0,0,CT10015,PEN10008,PEN20009,PEN30009,PEN10002,PEN10006,PEN20006,PEN20005,PEN30012,PEN20016,PEN20011,PEN30009,PEN30002,PEN20005,PEN20002,PEN30013,PEN30009,PEN20001,PEN20013,PEN30016,PEN30011,PEN40001
0.2.1,1.434,1.2,2041,12,31,0,0,CT10003,PEN10004,PEN20004,PEN30011,PEN10001,PEN10002,PEN20007,PEN20016,PEN30012,PEN20015,PEN20006,PEN30004,PEN30010,PEN20009,PEN20015,PEN30015,PEN30001,PEN20008,PEN20008,PEN30008,PEN30003,PEN40001
0.2.1,1.435,1.0,2042,1,14,0,0,CT10010,PEN10005,PEN20005,PEN30014,PEN10003,PEN10002,PEN20012,PEN20010,PEN30011,PEN20005,PEN20013,PEN30009,PEN30015,PEN20012,PEN20011,PEN30010,PEN30014,PEN20002,PEN20007,PEN30010,PEN30016,PEN40001
0.2.1,1.436,1.0,2042,1,28,0,0,CT10005,PEN10008,PEN20006,PEN30007,PEN10004,PEN10002,PEN20006,PEN20004,PEN30006,PEN20011,PEN20007,PEN30008,PEN30008,PEN20011,PEN20014,PEN30001,PEN30010,PEN20005,PEN20002,PEN30001,PEN30001,PEN40001
0.2.1,1.437,1.1,2042,2,11,0,0,CT10005,PEN10008,PEN20011,PEN30011,PEN10003,PEN10005,PEN20005,PEN20014,PEN30004,PEN20015,PEN20011,PEN30008,PEN30005,PEN20008,PEN20004,PEN30001,PEN30012,PEN20016,PEN20012,PEN30007,PEN30003,PEN40001
0.2.1,1.438,1.0,2042,2,25,0,0,CT10005,PEN10003,PEN20015,PEN30001,PEN10001,PEN10001,PEN20008,PEN20001,PEN30014,PEN20010,PEN20002,PEN30006,PEN30014,PEN20013,PEN20009,PEN30016,PEN30016,PEN20003,PEN20014,PEN30008,PEN30012,PEN40001
0.2.1,1.439,1.0,2042,3,11,0,0,CT10016,PEN10007,PEN20005,PEN30008,PEN10002,PEN10005,PEN20001,PEN20012,PEN30005,PEN20015,PEN20012,PEN30015,PEN30002,PEN20013,PEN20006,PEN30001,PEN30006,PEN20012,PEN20007,PEN30009,PEN30003,PEN40001
0.2.1,1.440,1.0,2042,3,25,0,0,CT10006,PEN10001,PEN20015,PEN30004,PEN10006,PEN10007,PEN20001,PEN20002,PEN30007,PEN20011,PEN20016,PEN30003,PEN30011,PEN20010,PEN20016,PEN30016,PEN30016,PEN20011,PEN20007,PEN30014,PEN30016,PEN40001
0.2.1,1.441,1.0,2042,4,8,0,0,CT10009,PEN10007,PEN20014,PEN30002,PEN10003,PEN10002,PEN20013,PEN20009,PEN30012,PEN20010,PEN20016,PEN30011,PEN30015,PEN20010,PEN20011,PEN30006,PEN30004,PEN20002,PEN20002,PEN30006,PEN30008,PEN40001
0.2.1,1.442,1.0,2042,4,22,0,0,CT10005,PEN10002,PEN20014,PEN30005,PEN10001,PEN10004,PEN20013,PEN20005,PEN30009,PEN20016,PEN20014,PEN30003,PEN30004,PEN20010,PEN20009,PEN30009,PEN30008,PEN20015,PEN20005,PEN30013,PEN30012,PEN40001
0.2.1,1.443,1.1,2042,5,6,0,0,CT10016,PEN10003,PEN20001,PEN30002,PEN10005,PEN10004,PEN20007,PEN20011,PEN30008,PEN20016,PEN20015,PEN30007,PEN30015,PEN20015,PEN20012,PEN30014,PEN30001,PEN20005,PEN20008,PEN30013,PEN30014,PEN40001
0.2.1,1.444,1.0,2042,5,20,0,0,CT10011,PEN10008,PEN20005,PEN30005,PEN10007,PEN10004,PEN20001,PEN20015,PEN30016,PEN20011,PEN20002,PEN30008,PEN30003,PEN20002,PEN20007,PEN30001,PEN30005,PEN20001,PEN20007,PEN30001,PEN30013,PEN40001
