Key,Source,type,ko,en,es,zh-cn,zh-tw
npc_interaction_talk,대화하기,,대화하기,Talk,Hablar,对话,對話
npc_interaction_look,살펴보기,,살펴보기,Examine,Examina,查看,觀看
dialog_1,"뭐지? 엄청나게 강해 보이는 검이 바닥에 박혀있길래 뽑아보려고 했을 뿐인데, 산산조각이 났어...",,"뭐지? 엄청나게 강해 보이는 검이 바닥에 박혀있길래 뽑아보려고 했을 뿐인데, 산산조각이 났어...","Huh? I saw a really powerful-looking sword stuck in the ground and pulled on it, but it shattered...","¿Qué? Intenté arrancar del suelo una espada que parecía poderosa, pero se hizo añicos...",怎么回事？我看到貌似很强的剑插在地上便随手想要拔出来，没想到碎掉了……,是怎麼回事？看著非常強力的劍插在地上，當我拔出它的時候，它竟然變成了碎片。
dialog_2,"네가 부쉈으니까 그 대가로 날 도와라, 메소전사!",,"네가 부쉈으니까 그 대가로 날 도와라, 메소전사!","The price for destroying it is that you need to help me, Maple Soul Hero!","¡La rompiste, así que ahora tienes que ayudarme, guerrero Alma de Maple!",这是你弄坏的，作为赔偿，你得帮我，灵魂英雄！,這是你弄壞的，作為賠償，你可要幫我，楓幣戰士！
dialog_3,으악!! 누구세요?! 왜 머릿속에서 목소리가...?,,으악!! 누구세요?! 왜 머릿속에서 목소리가...?,AAAHHH!! Who are you?! And why do I hear a voice in my head?,¡¡¡Aaah!!! ¡¿Quién eres?! ¿Por qué hay una voz en mi cabeza...?,呃啊！你是谁？怎么在脑海里听到了声音……,呃啊！！你是誰？怎麼在腦海裡聽到了聲音……
dialog_4,메소전사라는 구린 호칭은 또 뭐야?!,,메소전사라는 구린 호칭은 또 뭐야?!,And what's with that shady Maple Soul Hero title?!,"¡¿Qué es ese ridículo título de ""Guerrero Alma de Maple""?!",灵魂英雄这种土味称号又是啥？,楓幣戰士這種俗得要命的稱號又是什麼？
dialog_5,"머릿속에 '소울'이 들어온 메이플 전사니까, 메이플 소울 전사! 줄여서 메!소!전!사!",,"머릿속에 '소울'이 들어온 메이플 전사니까, 메이플 소울 전사! 줄여서 메!소!전!사!","Since you're a Maple Hero with a ""soul"" in your head, you are the Maple Soul Hero!","Eres un guerrero de Maple con un ""alma"" en la cabeza, ¡así que eres un guerrero Alma de Maple!",因为是“灵魂”进入到脑海的冒险岛英雄，所以是冒险岛灵魂英雄！简称，灵魂英雄！,因為是腦海內放有「靈魂」的楓之谷戰士，也就是楓之谷靈魂戰士！簡稱，楓！幣！戰！士！
dialog_6,"반갑다. 내 이름은 캡틴, 권총의 소울이지!",,"반갑다. 내 이름은 캡틴, 권총의 소울이지!","Nice to meet you. My name is Corsair, soul of the pistol!","Es un placer conocerte. ¡Me llamo Corsario, alma de la pistola!",你好，我叫船长，是手枪之魂！,很高興見到你。我名字是槍神，是槍手之魂！
dialog_7,네가 박살 낸 소.울.칼.리.버!!,,네가 박살 낸 소.울.칼.리.버!!,Of the Soul Brand you destroyed!,¡De la Cálibur álmica que destruiste!,是你弄碎的剑魂！,是你弄碎的劍魂！
dialog_8,그 안에 들어있던 무려 578178943개의 소울 중 하나야.,,그 안에 들어있던 무려 578178943개의 소울 중 하나야.,"I'm just one of the 578,178,943 souls that were inside.",Soy una de las 578 178 943 almas que estaban dentro.,是装在里面的578178943个灵魂中的一个。,那裡面放的是578178943個靈魂中的其中一個。
dialog_9,소울...? 그게 뭐야?,,소울...? 그게 뭐야?,"Hold on. What do you mean ""soul""?","Espera. ¿A qué te refieres con ""alma""?",灵魂？那是什么？,靈魂…？那是什麼？
dialog_10,소울은 무기의 자아야. 소울칼리버는 나 같은 소울이 578178943개 들어있던 검이었고!,,소울은 무기의 자아야. 소울칼리버는 나 같은 소울이 578178943개 들어있던 검이었고!,"The soul is the ego of a weapon. Soul Brand was a sword that contained 578,178,943 souls like me!",Un alma es la esencia de un arma. ¡La Cálibur álmica era una espada que contenía 578 178 943 almas como la mía!,灵魂是武器的自我。剑魂便是装有578178943个像我这样灵魂的剑！,靈魂是武器的自我。劍魂便是裝有578178943個像我這樣靈魂的劍！
dialog_11,소울칼리버를 만든 대장장이가 우리 소울들의 힘을 감당하지 못해서 숲에 봉인해버렸고...,,소울칼리버를 만든 대장장이가 우리 소울들의 힘을 감당하지 못해서 숲에 봉인해버렸고...,"The blacksmith that made Soul Brand couldn't handle the power of so many souls, and dumped it in the forest...","La herrera que forjó la Cálibur álmica no pudo manejar el poder de las almas, así que la abandonó en el bosque...",由于打造剑魂的铁匠没能经受住我们的灵魂，因此封印在了森林中……,由於打造劍魂的鐵匠沒能承受住我們的靈魂，所以被封印在了森林中……
dialog_12,무기로서 활약하지 못하고 가만히 있으니 아주 절망스러운 상황이었지...!,,무기로서 활약하지 못하고 가만히 있으니 아주 절망스러운 상황이었지...!,It was a hopeless situation! A sword can't do its job lost in a forest!,¡Fue una situación desesperante! ¡Una espada no puede servir en el bosque!,作为武器施展不出拳脚，所以很绝望！,作為武器不能好好施展只能安靜待著，所以感到很失望！
dialog_13,오... 그래서 마침 지나가던 내가 무기로 잘 써주려고 했는데 깨졌잖아?!,,오... 그래서 마침 지나가던 내가 무기로 잘 써주려고 했는데 깨졌잖아?!,"Oh... When I tried to take the sword, why did it shatter?!",Ah... ¡¿por qué se rompió la espada cuando intenté sacarla?!,啊……所以在我正好经过的时候想要拔出来当武器用，没想到碎了！,喔…所以剛好路過的我本來想當武器用，結果碎掉了啊？！
dialog_14,"안 그래도 불안정했던 걸 겨우 봉인해둔 건데, 네가 갑자기 건드리니까 그렇지!",,"안 그래도 불안정했던 걸 겨우 봉인해둔 건데, 네가 갑자기 건드리니까 그렇지!","It was unstable and barely sealed, but you suddenly touched it!","Era inestable y sellada débilmente, ¡pero la tocaste de repente!",灵魂本来就不稳定。好不容易封印好的，是你一碰才碎掉的！,靈魂本來就不穩定，好不容易才封印好，是你突然碰觸才會這樣的！
dialog_15,아무튼! 내가 널 강하게 만들어 주고 소울칼리버 같이 좋은 무기도 얻을 수 있게 해줄게. 대신 날 돕는 게 어때?,,아무튼! 내가 널 강하게 만들어 주고 소울칼리버 같이 좋은 무기도 얻을 수 있게 해줄게. 대신 날 돕는 게 어때?,"Anyway! I'll make you stronger and give you a weapon about as good as the Soul Brand. You just have to help me in return, okay?","¡Como sea! Te haré más fuerte y te ayudaré a conseguir un arma poderosa como la Cálibur álmica. A cambio, ¿qué tal si me ayudas?",总之！我会让你变强，也会让你获得像剑魂一样的绝世武器。但前提是要帮我，怎么样？,總之！我會讓你變得更強大，也會讓你獲得像劍魂一樣好的武器。作為替代，你幫我忙如何？
dialog_16,"흠, 나쁘지 않을 거래군. 내가 뭘 도와주면 되지?",,"흠, 나쁘지 않을 거래군. 내가 뭘 도와주면 되지?","Hm, sounds like a good deal to me. What can I help you with?","Mmm, es un trato justo. ¿Qué puedo hacer para ayudar?",唔，这交易不错。那我要帮什么？,唔，這交易還不錯。那我需要幫忙什麼呢？
dialog_17,부서진 소울칼리버 조각들을 모아주기만 하면 돼. 아주 쉽지?,,부서진 소울칼리버 조각들을 모아주기만 하면 돼. 아주 쉽지?,"You just need to gather the broken shards of the Soul Brand. Easy, right?","Todo lo que debes hacer es recolectar los fragmentos de Cálibur álmica. Fácil, ¿verdad?",你帮我收集所有碎掉的剑魂碎片就好，是不是很容易？,你幫我收集所有碎掉的劍魂碎片就好，是不是很容易？
dialog_18,"쉽긴 무슨, 그걸 어떻게 찾아?!",,"쉽긴 무슨, 그걸 어떻게 찾아?!","Yeah, right. How am I supposed to find them?",¿Fácil? ¡¿Cómo rayos los encuentro?!,容易什么，我上哪儿找去？,容易什麼，我上哪兒找去？
dialog_19,음...! 일단은 소울칼리버를 찾았던 숲으로 다시 가보자.,,음...! 일단은 소울칼리버를 찾았던 숲으로 다시 가보자.,"Uhh... Go back to the forest where you first found the Soul Brand, for now.",Mmm... Comencemos volviendo al bosque donde encontraste la Cálibur álmica.,嗯……首先，重新返回找到剑魂的森林吧。,嗯……首先，先重新回到找到劍魂的森林吧。
dialog_20,왠지 힘이 많이 약해진 것 같아... 왜지...?,,왠지 힘이 많이 약해진 것 같아... 왜지...?,Why am I so weak all of a sudden...?,¿Por qué me siento tan débil de repente...?,怎么感觉力量弱了很多，怎么回事？,怎麼感覺力量變弱了很多…怎麼回事？
dialog_21,무기 들기도 벅차잖아...?,,무기 들기도 벅차잖아...?,I can't even seem to hold a weapon!,¡Ni siquiera puedo sostener un arma!,都快拿不动武器了……,都快拿不動武器了……
dialog_22,지금 그럴 때가 아냐! 저기 몬스터들이 몰려온다고!!,,지금 그럴 때가 아냐! 저기 몬스터들이 몰려온다고!!,I don't have time for this! Enemies are bearing down on me!,¡Ahora no es el momento para eso! ¡Me están acechando los monstruos!,打起精神来！那边有一群怪物过来了！,不是做這種事情的時候了！那邊有一群怪物過來了！
dialog_23,권총의 소울인 이 내가 권총 쓰는 건 도와주지! 얼른 싸울 준비해!!,,권총의 소울인 이 내가 권총 쓰는 건 도와주지! 얼른 싸울 준비해!!,"As the soul of a pistol, I'll help you out! Get ready to shoot!","¡Te ayudaré, como el alma de una pistola! ¡Prepárate para disparar!",作为手枪的灵魂，我来帮你使手枪！快点准备战斗！,身為槍手之魂的我，會幫助你使用槍支的！趕緊準備戰鬥吧！！
dialog_24,"휴, 험난하구먼.",,"휴, 험난하구먼.","Phew, that was scary.","Uff, qué aterrador.",呼，真惊险。,呼，還真驚險。
dialog_25,"처음에 힘이 약해진 기분이었는데, 몬스터를 잡으니까 서서히 돌아온 기분인걸.",,"처음에 힘이 약해진 기분이었는데, 몬스터를 잡으니까 서서히 돌아온 기분인걸.","I felt weak at first, but I'm getting my strength back after after defeating those enemies.","Al principio me sentí débil, pero a medida que derrotaba a los monstruos, mi fuerza fue regresando.",起初感觉有点变弱，但刚才击败怪物后好像慢慢恢复了。,起初感覺有點變弱，但消滅怪物之後好像慢慢恢復了。
dialog_26,"오, 엄청난 성장 속도네. 생각보다 너 잠재력이 어마 무시한 인간이구나?",,"오, 엄청난 성장 속도네. 생각보다 너 잠재력이 어마 무시한 인간이구나?","Oh, that's some amazing growth! You must have great potential.","Vaya, estás creciendo a un ritmo increíble. Tienes mucho potencial.",哇，成长速度好快啊。看来你这个人类的潜力比想象的还要十足。,哇，成長速度好快啊。看來你這的潛力比我想像的還要厲害呢。
dialog_27,아니. 성장한 게 아니고 나는 원래 세거든?,,아니. 성장한 게 아니고 나는 원래 세거든?,"No, I didn't grow. I was already strong.",No crecí. Yo ya era fuerte.,不对。不是我成长了，我本来就厉害好吗？,不。不是是我成長了，而是我本來就厲害好嗎？
dialog_28,그나저나 몬스터를 쓰러뜨리니까 뭘 떨어뜨리던데... 확인해봤어?,,그나저나 몬스터를 쓰러뜨리니까 뭘 떨어뜨리던데... 확인해봤어?,"In any event, the enemy dropped something when you defeated it... Did you see what it was?","Por cierto, cuando derrotamos a uno de los monstruos, algo tiró... ¿Viste qué era?",话说，刚才击败怪物后好像掉落了什么……你确认了吗？,話說，剛才擊敗怪物後好像掉落了什麼……你確認了嗎？
dialog_29,"아, 맞아. 몬스터가 알을 떨어뜨리길래 주워왔어. 확인해보자!",,"아, 맞아. 몬스터가 알을 떨어뜨리길래 주워왔어. 확인해보자!","Oh, right. I picked up the egg it dropped. Let's have a look!","Ah, cierto. Recogí el huevo que tiró. ¡Echemos un vistazo!",啊，对了。怪物掉落的蛋，我捡起来了。确认一下吧！,啊，對了。怪物掉落的蛋，我有撿起來了。確認一下吧！
dialog_30,어...? 알에서 동족의 기운이...!! 알에 소울이 잠들어있는 것 같아.,,어...? 알에서 동족의 기운이...!! 알에 소울이 잠들어있는 것 같아.,Huh? I feel the aura of my kind from within the egg... I think a soul is sleeping inside.,¿Eh...? ¡Siento la energía de mi gente dentro del huevo! Es como si hubiera un alma durmiendo dentro.,嗯？这颗蛋有点同类的气息！蛋中好像有沉睡的灵魂。,咦？在蛋裡面有同族的氣息..！！靈魂好像沉睡在蛋裡面。
dialog_31,왜 소울칼리버 조각이 아니라 이런 알 안에 있는 거지?!,,왜 소울칼리버 조각이 아니라 이런 알 안에 있는 거지?!,How did it get from the Soul Brand to this egg?!,¡¿Cómo llegó de la Cálibur álmica a este huevo?!,为什么不是剑魂碎片，而是藏在这种蛋里？,為什麼不是劍魂碎片，而是藏在這種蛋裡面呢？
dialog_32,"아, 소울칼리버 조각에 소울이 있을 거라 모아달라고 했던 거야?",,"아, 소울칼리버 조각에 소울이 있을 거라 모아달라고 했던 거야?",Ohhh wait... You want me to gather the Soul Brand shards because the souls are in there?,Espera... ¿Me pediste que recolectara los fragmentos de Cálibur álmica por las almas que contiene?,啊，刚才是因为觉得剑魂碎片里有灵魂，所以让我收集的吗？,啊，剛是因為覺得劍魂碎片裡有靈魂，所以讓我收集的嗎？
dialog_33,"그래, 소울칼리버에 같이 있던 동료 소울들이 이도 저도 아닌 상태로 떠돌게 될 게 걱정됐거든.",,"그래, 소울칼리버에 같이 있던 동료 소울들이 이도 저도 아닌 상태로 떠돌게 될 게 걱정됐거든.","Yes, I kinda thought you already picked up on that. I was afraid my fellow souls might be lost or trapped.","Sí, pensé que ya lo suponías. Sí, me preocupaba que mis colegas almas estuvieran perdidas o atrapadas.",没错。我担心剑魂中的灵魂同伴们一直以异常状态游荡。,沒錯。我擔心劍魂中的靈魂同伴們一直以異常狀態遊蕩。
dialog_34,"흠, 맘에 안 들긴 하지만 소울에 대해 잘 아는 녀석이 있어. 이 알에 있는 소울을 도울 방법을 찾을 수 있을 거야!",,"흠, 맘에 안 들긴 하지만 소울에 대해 잘 아는 녀석이 있어. 이 알에 있는 소울을 도울 방법을 찾을 수 있을 거야!","Hmm, I know someone who's an expert on souls, but I don't like that person. Still, they might know a way to help the soul in the egg!","Mmm, conozco a alguien que sabe mucho sobre almas. No me agrada mucho, pero podría ayudarnos a encontrar la forma de ayudar al alma en este huevo.",唔，虽然不怎么喜欢，但有个家伙比较懂灵魂。他应该有办法帮助这颗蛋里面的灵魂！,唔，雖然我不怎麼喜歡，但有個很懂靈魂傢伙。他應該有辦法幫助這顆蛋裡面的靈魂！
