Key,Source,Note,ko,en,es,zh-cn,zh-tw
Item_NI10029_SpecialAbility,마법 공격 적중 시 30% 확률로 대상을 <b>마나 과부하</b> 상태로 만듭니다. 이 효과로 적을 마나 과부하 상태로 만들 때마다 전투 종료 시까지 최종 가해량이 6% 증가합니다. (중첩 가능),Default Text,마법 공격 적중 시 30% 확률로 대상을 <b>마나 과부하</b> 상태로 만듭니다. 이 효과로 적을 마나 과부하 상태로 만들 때마다 전투 종료 시까지 최종 가해량이 6% 증가합니다. (중첩 가능),"Magic attacks have a 30% chance to inflict <b>Mana Overload</b> on the target. Each time this effect inflicts Mana Overload on an enemy, increases the total damage dealt by 6% until the battle ends. (This effect stacks.)","Los ataques mágicos tienen una probabilidad del 30 % de provocar una <b>Sobrecarga de maná</b> sobre el objetivo. Cada vez que el efecto provoca una Sobrecarga de maná en un enemigo, aumenta el daño total un 6 % hasta que la batalla termina. (Este efecto se acumula).",魔法攻击命中时，有30%的概率使目标陷入<b>魔量超载</b>状态。每次用该效果使敌人陷入魔量超载状态时，造成的最终伤害量增加6%，且持续到战斗结束。（支持叠加）,魔法攻擊命中時，以30%機率讓目標陷入<b>法力超載</b>狀態。每當此效果使敵人進入法力超載狀態時，在戰鬥結束前最終傷害量增加6%。(可疊加)
RuneCard_RC20014_Desc,"각 라운드마다 <color=#00e58a>처음으로 구매하는 3등급 이하 캐릭터</color>의 1성 복사본을 얻습니다. 단, 그 전에 <color=#ff4d63>새로고침을 3번</color>하면 <color=#ff4d63>이 효과는 사라집니다.</color>",Default Text,"각 라운드마다 <color=#00e58a>처음으로 구매하는 3등급 이하 캐릭터</color>의 1성 복사본을 얻습니다. 단, 그 전에 <color=#ff4d63>새로고침을 3번</color>하면 <color=#ff4d63>이 효과는 사라집니다.</color>",Obtain a 1-star duplicate of <color=#00e58a>the first grade 3 or lower character you buy</color> each round. <color=#ff4d63>This effect is canceled</color> if you <color=#ff4d63>refresh the shop 3 times</color> before triggering it.,Obtén un duplicado de 1 estrella del <color=##00e58a>primer personaje de grado 3 o menor que compres</color> en cada ronda. Este efecto se cancela si <color=##ff4d63>actualizas la tienda 3 veces</color> antes de activarlo.,每回合获得<color=#00e58a>首次购买的3级以下角色</color>的1星副本。如果在获得前<color=#ff4d63>已刷新3次</color>，<color=#ff4d63>该效果则消失。</color>,每個回合，將獲得<color=#00e58a>首次購買的3星以下角色</color>的1星複製品。但如果在這之前<color=#ff4d63>刷新3次</color>，<color=#ff4d63>此效果將會消失。</color>
Tip1028,<color=#62D5FE>계정 레벨</color>이 10배수가 될 때마다 좋은 보상을 얻어요. 로비에서 계정 레벨을 눌러보세요.,Default Text,<color=#62D5FE>계정 레벨</color>이 10배수가 될 때마다 좋은 보상을 얻어요. 로비에서 계정 레벨을 눌러보세요.,You'll get a nice reward for every 10 <color=#62D5FE>Account Levels</color> you achieve. Check your Account Level in the lobby.,Conseguirás una linda recompensa por cada 10 <color=#62D5FE>niveles de cuenta</color> que logres. Revisar tu nivel de cuenta en el vestíbulo.,每当<color=#62D5FE>账号等级</color>成为10倍数时，可获得优质奖励。试试在大厅点击账号等级。,每當<color=#62D5FE>帳號等級</color>達到10的倍數時，可獲得豐厚獎勵。試試看在大廳點擊你的帳號等級吧。
RuneCard_RC20023_Desc,"팀 레벨이 오를 때마다 팀 레벨보다 5등급 낮은 <color=#00e58a>2성 캐릭터</color>를 획득합니다. (최소 1등급, 최대 5등급)",Default Text,"팀 레벨이 오를 때마다 팀 레벨보다 5등급 낮은 <color=#00e58a>2성 캐릭터</color>를 획득합니다. (최소 1등급, 최대 5등급)","When your Team Level increases, grants a <color=#00e58a>2-star character</color> that is 5 Grades lower than the Team Level. (Min Grade: 1, Max Grade: 5)","Al aumentar el nivel de tu equipo, otorga un <color=#00e58a>personaje de 2 estrellas</color> que sea 5 grados menor que el nivel del equipo. (Grado min.: 1, Grado máx.: 5).",每当队伍等级得到提升时，获得比队伍等级低5级的<color=#00e58a>2星角色</color>。（最低1级，最高5级）,每當隊伍等級提升時，獲得比隊伍等級低5級的<color=#00e58a>2星角色</color>。(最低1階級，最大5階級)
RuneCard_RC20005_Desc,"라운드가 끝날 때마다, <b>대기석에 보유 중인 1, 2등급 캐릭터 2마리당</b> 1코인을 받습니다.",Default Text,"라운드가 끝날 때마다, <b>대기석에 보유 중인 1, 2등급 캐릭터 2마리당</b> 1코인을 받습니다.","At the end of each round, receive 1 Coin for every <b>2 Grade 1 or Grade 2 characters on standby</b>.","Al final de cada ronda, recibe 1 moneda por cada <b>2 personajes grado 1 o grado 2 en la reserva</b>.",每回合结束后，<b>等候位上每持有2个1或2级角色时</b>获得1硬币。,每當回合結束時，<b>等待席中持有每2個1、2階級角色</b>獲得1硬幣。
Tip1016,<color=#62D5FE>패자부활권</color>은 한 경기에 한 번만 쓸 수 있어요. ,Default Text,<color=#62D5FE>패자부활권</color>은 한 경기에 한 번만 쓸 수 있어요. ,You can only use 1 <color=#62D5FE>Consolation Match Ticket</color> per match. ,Solo puedes usar 1 <color=#62D5FE>Boleto para enfrentamiento de consolación</color> por partida. ,每场比赛仅可使用一次<color=#62D5FE>败者复活券</color>。 ,每場比賽只能使用一次<color=#62D5FE>復活券</color>。 
Repechage_Free,무료 패자부활권,Default Text,무료 패자부활권,Free Consolation Match Ticket,Boleto para partida de consuelo gratis,免费败者复活券,免費復活券
Repechage_Tooltip_Extra,무료 패자부활권: {0}\n유료 패자부활권: {1},Default Text,무료 패자부활권: {0}\n유료 패자부활권: {1},Free Consolation Match Tickets: {0}\nPaid Consolation Match Tickets: {1},Boletos para partida de consuelo gratis: {0}\nBoletos para partida de consuelo: {1},免费败者复活券：{0}\n付费败者复活券：{1},免費復活券：{0}\n付費復活券：{1}
S10005Detail_step4,대상에게 적용되어있는 상태이상 {0}개당 마력의 {1}%만큼 추가 마법 피해를 입힘,Default Text,대상에게 적용되어있는 상태이상 {0}개당 마력의 {1}%만큼 추가 마법 피해를 입힘,Deals bonus {1}% of Magic Attack as magic damage per {0} abnormal statuses applied to the target.,Inflige {1} % de Ataque mágico adicional como daño mágico por cada {0} parámetros anormales aplicados al objetivo.,目标身上每适用{0}个状态异常时，额外造成{1}%魔力的魔法伤害,目標每擁有{0}個狀態異常，就會額外受到相當於魔力{1}%的魔法傷害。
RuneCard_RC10031_Desc,아이템을 장착하지 않은 아군 유닛이 적을 공격하면 3초간 <b>물리 방어 약화</b> 및 <b>마법 방어 약화</b> 상태로 만듭니다.,Default Text,아이템을 장착하지 않은 아군 유닛이 적을 공격하면 3초간 <b>물리 방어 약화</b> 및 <b>마법 방어 약화</b> 상태로 만듭니다.,"When an ally unit without an item attacks an enemy, inflicts <b>Physical Defense Down</b> and <b>Magic Defense Down</b> for 3 sec.","Cuando una unidad aliada sin objetos ataca a un enemigo, reduce la <b>Defensa física</b> y la <b>Defensa mágica</b> durante 3 s.",当未佩戴道具的我军单位攻击敌人时，在3秒内使其陷入<b>物理防御弱化</b>与<b>魔法防御弱化</b>状态。,沒有裝備道具的我軍英雄攻擊敵人時，將使敵人進入持續3秒的<b>物理防禦弱化</b>與<b>魔法防禦弱化</b>狀態。
SkillDesc_Active_C10015,적들을 째려봅니다. 적에게 {1}초간 <b>낙인</b>을 새기며 자신은 {2}초간 공격력이 {0}만큼 증가합니다.,Default Text,적들을 째려봅니다. 적에게 {1}초간 <b>낙인</b>을 새기며 자신은 {2}초간 공격력이 {0}만큼 증가합니다.,"Glares at the enemies. <b>Marks</b> the enemy for {1} sec, and increases the caster's Attack Power by {0} for {2} sec.","Deslumbra a los enemigos. <b>Marca</b> al enemigo durante {1} s, y aumenta el Poder de ataque del invocador en {0} por {2} s.",瞪视敌人，在{1}秒内对敌人刻下<b>烙印</b>，并在{2}秒内自身攻击力增加{0}。,怒視敵人於{1}秒內對敵人刻下<b>烙印</b>，自身於{2}秒內增加攻擊力{0}。
Item_NI10007_SpecialAbility,물리 공격 적중 시 20% 확률로 대상을 <b>마나 과부하</b> 상태로 만듭니다. 이 효과로 적을 마나 과부하 상태로 만들 때마다 전투 종료 시까지 최종 가해량이 6% 증가합니다. (중첩 가능),Default Text,물리 공격 적중 시 20% 확률로 대상을 <b>마나 과부하</b> 상태로 만듭니다. 이 효과로 적을 마나 과부하 상태로 만들 때마다 전투 종료 시까지 최종 가해량이 6% 증가합니다. (중첩 가능),"Physical attacks have a 20% chance to inflict <b>Mana Overload</b> on the target. Each time this effect inflicts Mana Overload on an enemy, increases the total damage dealt by 6% until the battle ends. (This effect stacks.)","Los ataques mágicos tienen una probabilidad del 20 % de provocar una <b>Sobrecarga de maná</b> sobre el objetivo. Cada vez que el efecto provoca una Sobrecarga de maná en un enemigo, aumenta el daño total un 6 % hasta que la batalla termina. (Este efecto se acumula).",物理攻击命中时，有20%的概率使目标陷入<b>魔量超载</b>状态。每次用该效果使敌人陷入魔量超载状态时，使造成的最终伤害量增加6%，且持续到战斗结束。（支持叠加）,物理攻擊命中時，以20%機率讓目標陷入<b>法力超載</b>狀態。每當此效果使敵人進入法力超載狀態時，在戰鬥結束前最終傷害量增加6%。(可疊加)
NoHaveRepechage,패자부활권을 보유하고 있지 않습니다. 구매 팝업을 띄웁니다.,Default Text,패자부활권을 보유하고 있지 않습니다. 구매 팝업을 띄웁니다.,You have no Consolation Match Tickets. Opening purchase popup.,No tienes boletos de partidas de consuelo. Abrir ventana de compra.,尚未持有败者复活券。将开启购买弹窗。,未持有復活券。將開啟購買彈窗。
Coach_COP30006_Name,오동통 구리,Default Text,오동통 구리,Chunky Raccoon,Mapache regordete,矮胖狸,胖嘟嘟小狸貓
OutgameRules_GameMode_Rank_004,"랭크 모드의 분기는 2주 동안 진행됩니다.\n랭크 모드의 분기가 종료되면, 랭킹 순위에 따라 보상을 받고, 플레이 가능한 단계와 랭킹 데이터가 초기화됩니다.",Default Text,"랭크 모드의 분기는 2주 동안 진행됩니다.\n랭크 모드의 분기가 종료되면, 랭킹 순위에 따라 보상을 받고, 플레이 가능한 단계와 랭킹 데이터가 초기화됩니다.","Each Ranked Mode quarter lasts 2 weeks.\nWhen a Ranked Mode quarter ends, you'll get rewards based on your final rank, and the playable level and rank data will reset.","Una temporada del modo clasificatorio dura 2 semanas.\nCuando la temporada del modo clasificatorio termina, recibirás recompensas según tu rango final, y los niveles disponibles e información de rango se restablecerán.",排位模式的季度进行期间为2周。\n当排位模式的季度结束后，系统将根据排行榜上的排名发放相应奖励，然后重置可挑战的阶段与排行榜数据。,排名模式的賽季將進行2週，\n在排名模式賽季結束後，將根據排名順序獲得獎勵，且可遊玩的階段和排名數據將被重置。
StatusEffect_Name_SE0013,마나 과부하,Default Text,마나 과부하,Mana Overload,Sobrecarga de maná,魔量超载,法力超載
ItemGuide_37,"마나 과부하, 가해량 증가",Default Text,"마나 과부하, 가해량 증가","Mana Overload, Bonus Damage","Sobrecarga de maná, daño adicional",魔量超载，伤害量增加,法力超載、施加傷害量增加
Repechage,패자부활권,Default Text,패자부활권,Consolation Match Ticket,Boleto para enfrentamiento de consolación,败者复活券,復活券
Tip1010,파괴 불가한 룬 카드? <color=#62D5FE>소각</color>시키면 없앨 수 있습니다!,Default Text,파괴 불가한 룬 카드? <color=#62D5FE>소각</color>시키면 없앨 수 있습니다!,Stuck with indestructible Rune Cards? Try <color=#62D5FE>incinerating</color> them!,¿Las tarjetas de runa indestructibles son una carga? ¡Intenta <color=#62D5FE>incinerarlas</color>!,无法破坏的符文卡牌？有<color=#62D5FE>销毁</color>功能就没有破坏不了的！,不可破壞的符文卡？將它們<color=#62D5FE>消滅</color>就能徹底清除！
SkillDesc_Active_C10016,비커 속으로 들어가 {2}초간 <b>저지 불가</b> 상태로 물리 방어력 및 마법 방어력을 {0}만큼 얻습니다. 이 동안 기본 공격은 하지 않으며 받은 데미지의 {1}%를 반사합니다.,Default Text,비커 속으로 들어가 {2}초간 <b>저지 불가</b> 상태로 물리 방어력 및 마법 방어력을 {0}만큼 얻습니다. 이 동안 기본 공격은 하지 않으며 받은 데미지의 {1}%를 반사합니다.,Enters a beaker to become <b>Unstoppable</b> for {2} sec and gain {0} Physical Defense and Magic Defense. Cannot make basic attacks for the duration and reflects {1}% of received damage.,Entra en un vaso de precipitado y se vuelve <b>Imparable</b> durante {2} s y obtiene {0} de defensa física y defensa mágica. No puede realizar ataques básicos durante este tiempo y refleja un {1} % del daño recibido.,进入烧杯，在{2}秒内进入<b>无法阻止</b>状态，并获得{0}物理防御力和魔法防御力。在此期间无法进行普通攻击，并反射所受伤害的{1}%。,進入燒杯後，{2}秒內變為<b>不可阻擋</b>狀態，獲得物理防禦力及魔法防禦力{0}。該期間不會進行基本攻擊，會反射受到傷害的{1}%。
SkillDesc_Active_C10017,적에게 마법 가루를 뿌려 {0}만큼의 마법 피해를 입히고 {1}초간 <b>마법 방어 약화</b> 상태로 만듭니다.,Default Text,적에게 마법 가루를 뿌려 {0}만큼의 마법 피해를 입히고 {1}초간 <b>마법 방어 약화</b> 상태로 만듭니다.,Sprays magic powder on the enemy to deal {0} Magic Damage and inflict <b>Magic Defense Down</b> for {1} sec.,Rocía polvo mágico en el enemigo e inflige {0} de Daño mágico y provoca que la <b>Defensa mágica</b> se reduzca durante {1} s.,对敌人撒下魔法粉造成{0}魔法伤害，并在{1}秒内使其陷入<b>魔法防御弱化</b>状态。,對敵人噴灑魔法粉末，造成{0}的魔法傷害，並變成在{1}秒內<b>魔法防禦弱化</b>的狀態。
