PresetID,UnitCount,CharID_1,CharID_2,CharID_3,CharID_4,CharID_5,CharID_6,CharID_7,CharID_8,CharID_9,CharID_10,CharID_11,CharID_12,NeedSynergy,UseRuneType,Explain
PR70020,7,C10006,C10007,C10012,C20008,C40006,C40009,C50006,,,,,,S10021_All,Battle/Synergy_S10021_Normal,"7 오르비스, 2 추격자, 2 발록, 2 사냥꾼"
PR70021,7,C10009,C30005,C30006,C40005,C40007,C40011,C50004,,,,,,S10022_Rune,Battle/Synergy_S10022_Normal,"8 시그너스, 2 사냥꾼, 1 책사"
PR70022,7,C10010,C20011,C30007,C40001,C40008,C40013,C50007,,,,,,S10023_All,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"7 모험가, 2 저격수, 2 사냥꾼, 1 전직교관"
PR70023,7,C20003,C20004,C30002,C30010,C30013,C40002,C50007,,,,,,-,Battle/Synergy_S10024_Normal/Synergy_S10002_Normal,"5 전직교관, 3 수호대"
PR70024,7,C20001,C20007,C30010,C40003,C40008,C40012,C50003,,,,,,S10025_All,Battle/Synergy_S10025_Normal/Synergy_S10024_Normal/Synergy_S10007_Normal,"6 기사단장, 3 그림자, 1 전직교관"
PR80001,8,C10001,C10002,C10004,C20002,C30001,C30012,C50001,C50005,,,,,S10001_All,Battle/Synergy_S10001_Normal/Synergy_S10017_Normal/Synergy_S10020_Normal/Synergy_S10020_Add,"7 마스코트, 3 빅토리아 아일랜드, 2 예티와 페페, 2 엘나스, 2 아케인리버, 1 책사"
PR80002,8,C10005,C20003,C20004,C30002,C30003,C40001,C50002,C50008,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"7 수호대, 2 루디브리엄, 1 전직교관"
PR80003,8,C10003,C10006,C20010,C30004,C30005,C40006,C50003,C50006,,,,,S10003_All,Battle/Synergy_S10003_Normal/Synergy_S10018_Normal,"6 선봉장, 3 슬리피우드, 2 사냥꾼, 2 발록"
PR80004,8,C20005,C20006,C30006,C30007,C40002,C40003,C50003,C50004,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 마법사, 2 시그너스, 2 기사단장, 1 전직교관"
PR80005,8,C10004,C10008,C20012,C20013,C40004,C40005,C40007,C50005,,,,,S10005_All,Battle/Synergy_S10005_Normal/Synergy_S10020_Normal,"5 책사, 4 아케인리버, 3 방해꾼, 2 시그너스"
PR80006,8,C10008,C10009,C20012,C40004,C40005,C40007,C50004,C50005,,,,,S10005_All,Battle/Synergy_S10005_Normal/Synergy_S10022_Normal/Synergy_S10020_Normal/Synergy_S10020_Add,"5 책사, 5 시그너스, 2 사냥꾼, 2 아케인리버"
PR80007,8,C10009,C10010,C30008,C40006,C40007,C40012,C50006,C50007,,,,,-,Battle/Synergy_S10006_Normal/Synergy_S10024_Normal,"8 사냥꾼, 2 시그너스, 2 발록, 1 전직교관"
PR80008,8,C20006,C20007,C30003,C30009,C30010,C40004,C40008,C50008,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"5 그림자, 4 루디브리엄, 1 전직교관, 1 책사"
PR80009,8,C20001,C20009,C20010,C30011,C40006,C40010,C40011,C50008,,,,,-,Battle/Synergy_S10009_Normal,"7 싸움꾼, 2 엘나스, 2 슬리피우드"
PR80010,8,C10010,C10012,C20008,C20011,C30013,C40009,C40013,C50006,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10021_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 3 오르비스, 2 사냥꾼, 2 추격자, 1 전직교관"
PR80011,8,C10004,C10013,C20012,C20013,C30011,C30012,C40007,C50005,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Normal/Synergy_S10017_Normal,"5 방해꾼, 4 아케인리버, 3 빅토리아 아일랜드, 2 시그너스, 1 책사"
PR80012,8,C10013,C20012,C20013,C30012,C40004,C40005,C40007,C50005,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10005_Normal/Synergy_S10020_Normal/Synergy_S10020_Add,"5 방해꾼, 3 아케인리버, 3 책사, 2 시그너스"
PR80013,8,C10003,C10008,C20003,C20004,C20005,C30002,C50001,C50003,,,,,S10015_All,Battle/Synergy_S10015_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"7 시간의 신전, 3 수호대, 2 선봉장, 1 전직교관, 1 책사"
PR80014,8,C10011,C20002,C20009,C30001,C40009,C40010,C50002,C50008,,,,,-,Battle/Synergy_S10016_Normal/Synergy_S10009_Normal,"6 엘나스, 3 싸움꾼, 2 예티와 페페, 2 추격자"
PR80015,8,C10001,C10002,C10005,C10013,C20004,C30011,C30012,C50002,,,,,S10017_All,Battle/Synergy_S10017_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"7 빅토리아 아일랜드, 3 수호대, 1 전직교관"
PR80016,8,C10001,C10002,C10005,C10013,C20009,C30011,C30012,C40010,,,,,S10017_All,Battle/Synergy_S10017_Normal/Synergy_S10009_Normal,"7 빅토리아 아일랜드, 3 싸움꾼, 2 엘나스"
PR80017,8,C20003,C20005,C20006,C30002,C30003,C40002,C40004,C50008,,,,,-,Battle/Synergy_S10019_Normal/Synergy_S10002_Normal/Synergy_S10004_Normal/Synergy_S10015_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 수호대, 3 마법사, 3 시간의 신전, 1 전직교관, 1 책사"
PR80018,8,C10008,C20003,C20006,C30002,C30003,C40004,C50005,C50008,,,,,-,Battle/Synergy_S10019_Normal/Synergy_S10002_Normal/Synergy_S10005_Normal/Synergy_S10015_Normal,"4 루디브리엄, 3 수호대, 3 책사, 3 시간의 신전"
PR80019,8,C10008,C20006,C30003,C40002,C40004,C40005,C50004,C50008,,,,,-,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal/Synergy_S10005_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 마법사, 3 책사, 2 시그너스, 1 전직교관"
PR80020,8,C20006,C20007,C30003,C30009,C40003,C40004,C50004,C50008,,,,,-,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal/Synergy_S10007_Normal,"4 루디브리엄, 3 마법사, 3 그림자, 2 기사단장, 2 시그너스, 1 책사"
PR80021,8,C20006,C30003,C30009,C30010,C40004,C40005,C50005,C50008,,,,,-,Battle/Synergy_S10019_Normal/Synergy_S10005_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 책사, 3 그림자, 2 시그너스, 1 전직교관"
PR80022,8,C10004,C20002,C20012,C20013,C30001,C40004,C40005,C50005,,,,,-,Battle/Synergy_S10020_Normal/Synergy_S10005_Normal/Synergy_S10001_Normal,"4 아케인리버, 3 책사, 3 마스코트, 2 예티와 페페, 2 엘나스, 2 시그너스"
PR80023,8,C10006,C10007,C10012,C20008,C40006,C40009,C50003,C50006,,,,,S10021_All,Battle/Synergy_S10021_Normal,"7 오르비스, 2 추격자, 2 발록, 2 선봉장, 2 사냥꾼"
PR80024,8,C10006,C10007,C10012,C20008,C30006,C40009,C50004,C50006,,,,,S10021_All,Battle/Synergy_S10021_Normal/Synergy_S10004_Normal,"7 오르비스, 3 마법사, 2 추격자, 2 시그너스"
PR80025,8,C10009,C30005,C30006,C30009,C40005,C40007,C40011,C50004,,,,,-,Battle/Synergy_S10022_Normal,"8 시그너스, 2 사냥꾼, 1 책사"
PR80026,8,C10010,C10012,C20011,C30007,C30013,C40001,C40008,C40013,,,,,S10023_All,Battle/Synergy_S10023_Normal/Synergy_S10010_Normal/Synergy_S10024_Normal,"7 모험가, 4 저격수, 1 전직교관"
PR80027,8,C10010,C20011,C30007,C30009,C30010,C40001,C40008,C40013,,,,,S10023_All,Battle/Synergy_S10023_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"7 모험가, 3 그림자, 2 저격수, 1 전직교관"
PR80028,8,C10010,C20004,C20011,C30007,C40001,C40008,C40013,C50002,,,,,S10023_All,Battle/Synergy_S10023_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"7 모험가, 3 수호대, 2 저격수, 1 전직교관"
PR80029,8,C10010,C20011,C30007,C40001,C40002,C40008,C40013,C50004,,,,,S10023_All,Battle/Synergy_S10023_Normal/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 모험가, 3 마법사, 2 저격수, 1 전직교관"
PR80030,8,C10012,C20004,C20011,C30010,C30013,C40002,C40013,C50007,,,,,-,Battle/Synergy_S10024_Normal/Synergy_S10010_Normal,"5 전직교관, 4 저격수"
PR80031,8,C20004,C20010,C30004,C30010,C30013,C40002,C40006,C50007,,,,,-,Battle/Synergy_S10024_Normal/Synergy_S10018_Normal,"5 전직교관, 3 슬리피우드, 2 사냥꾼"
PR80032,8,C10006,C20001,C20007,C30004,C30005,C40003,C40012,C50003,,,,,S10025_All,Battle/Synergy_S10025_Normal/Synergy_S10003_Normal,"6 기사단장, 4 선봉장"
PR80033,8,C20001,C20007,C20010,C30004,C40003,C40006,C40012,C50003,,,,,S10025_All,Battle/Synergy_S10025_Normal/Synergy_S10018_Normal,"6 기사단장, 3 슬리피우드, 2 선봉장, 2 사냥꾼"
PR90001,9,C10001,C10002,C10004,C20002,C20009,C30001,C40010,C50001,C50005,,,,S10001_All,Battle/Synergy_S10001_Normal/Synergy_S10016_Normal/Synergy_S10020_Add,"7 마스코트, 4 엘나스, 3 싸움꾼, 3 빅토리아 아일랜드, 2 아케인리버, 2 예티와 페페, 1 책사"
PR90002,9,C10005,C20003,C20004,C20011,C30002,C30003,C40001,C40013,C50002,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"7 수호대, 3 모험가, 2 저격수, 1 전직교관"
PR90003,9,C10003,C10006,C30004,C30005,C40005,C40007,C40011,C50003,C50004,,,,S10003_All,Battle/Synergy_S10003_Normal/Synergy_S10022_Normal,"6 선봉장, 5 시그너스, 1 책사"
PR90004,9,C10007,C20005,C20006,C30006,C30007,C40002,C40003,C50003,C50004,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 마법사, 2 시그너스, 2 기사단장, 2 선봉장, 1 전직교관"
PR90005,9,C10004,C10008,C20012,C20013,C40004,C40005,C40007,C50005,C50007,,,,S10005_All,Battle/Synergy_S10001_Normal/Synergy_S10016_Normal/Synergy_S10020_Normal/Synergy_S10024_Normal,"5 책사, 4 아케인리버, 3 방해꾼, 2 시그너스, 2 사냥꾼, 1 전직교관"
PR90006,9,C10009,C10010,C30004,C30008,C40006,C40007,C40012,C50006,C50007,,,,-,Battle/Synergy_S10006_Normal/Synergy_S10024_Normal,"8 사냥꾼, 2 슬리피우드, 2 시그너스, 2 발록, 1 전직교관"
PR90007,9,C20006,C20007,C30003,C30009,C30010,C40001,C40008,C40013,C50002,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 3 모험가, 3 수호대, 2 루디브리엄, 1 전직교관"
PR90008,9,C10006,C10011,C10012,C20008,C30004,C30005,C40009,C50003,C50006,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10003_Normal/Synergy_S10021_Normal,"4 추격자, 5 오르비스, 4 선봉장"
PR90009,9,C20001,C20002,C20009,C20010,C30001,C30011,C40010,C40011,C50008,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10016_Normal,"7 싸움꾼, 4 엘나스, 2 예티와 페페"
PR90010,9,C10012,C20003,C20011,C30002,C30003,C30013,C40001,C40013,C50002,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"4 저격수, 5 수호대, 3 모험가, 1 전직교관"
PR90011,9,C10002,C10004,C10013,C20012,C20013,C30012,C40007,C50001,C50005,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Normal,"5 방해꾼, 4 아케인리버, 3 마스코트, 3 빅토리아 아일랜드, 2 시그너스, 1 책사"
PR90012,9,C10003,C10008,C20003,C20004,C20005,C30002,C40001,C50001,C50002,,,,S10015_All,Battle/Synergy_S10015_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"7 시간의 신전, 5 수호대, 1 책사, 1 전직교관"
PR90013,9,C20002,C20009,C30001,C30008,C30011,C40010,C40011,C50002,C50008,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10016_Normal,"6 엘나스, 5 싸움꾼, 2 예티와 페페"
PR90014,9,C10001,C10002,C10005,C10013,C30011,C30012,C40007,C50004,C50007,,,,S10017_All,Battle/Synergy_S10017_Normal/Synergy_S10024_Normal,"7 빅토리아 아일랜드, 3 방해꾼, 2 사냥꾼, 2 시그너스, 1 전직교관"
PR90015,9,C20001,C20010,C30004,C30005,C40006,C40007,C40012,C50006,C50007,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10006_Normal/Synergy_S10024_Normal,"4 슬리피우드, 5 사냥꾼, 2 선봉장, 2 시그너스, 2 기사단장, 1 전직교관"
PR90016,9,C20004,C20006,C20009,C30001,C30003,C40004,C40010,C50002,C50008,,,,-,Battle/Synergy_S10019_Normal/Synergy_S10016_Normal/Synergy_S10024_Normal,"4 루디브리엄, 4 엘나스, 3 수호대, 3 싸움꾼, 1 책사, 1 전직교관"
PR90017,9,C10006,C10007,C10012,C20008,C30004,C30013,C40006,C40009,C50006,,,,S10021_All,Battle/Synergy_S10021_Normal/Synergy_S10024_Normal,"7 오르비스, 2 슬리피우드, 2 추격자, 2 선봉장, 2 저격수, 2 사냥꾼, 1 전직교관"
PR90018,9,C10009,C30005,C30006,C30009,C40002,C40005,C40007,C40011,C50004,,,,-,Battle/Synergy_S10022_Normal/Synergy_S10024_Normal,"8 시그너스, 3 마법사, 1 전직교관"
PR90019,9,C10010,C10012,C20011,C30007,C30013,C40001,C40008,C40013,C50006,,,,S10023_All,Battle/Synergy_S10023_Normal/Synergy_S10024_Normal,"7 모험가, 4 저격수, 2 사냥꾼, 1 전직교관"
PR90020,9,C20004,C30002,C30003,C30010,C30013,C40001,C40002,C50002,C50007,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"5 전직교관, 5 수호대"
PR90021,9,C20001,C20006,C20007,C30009,C30010,C40003,C40008,C40012,C50003,,,,S10025_All,Battle/Synergy_S10025_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"6 기사단장, 5 그림자"
PR100001,10,C10001,C10002,C10004,C20002,C20009,C30001,C30008,C40010,C50001,C50002,,,S10001_All,Battle/Synergy_S10001_Normal/Synergy_S10016_Normal/Synergy_S10020_Add,"7 마스코트, 6 엘나스, 2 예티와 페페"
PR100002,10,C10005,C10008,C20003,C20004,C20005,C30002,C30003,C40001,C50001,C50002,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal/Synergy_S10024_Normal,"7 수호대, 5 시간의 신전, 1 전직교관, 1 책사"
PR100003,10,C10003,C10006,C30004,C30005,C40005,C40006,C40007,C40011,C50003,C50004,,,S10003_All,Battle/Synergy_S10003_Normal/Synergy_S10022_Normal,"6 선봉장, 5 시그너스, 2 슬리피우드, 2 사냥꾼, 1 책사"
PR100004,10,C10007,C20005,C30005,C30006,C30007,C40002,C40003,C40005,C40011,C50004,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 마법사, 5 시그너스, 1 책사, 1 전직교관"
PR100005,10,C10004,C10008,C20012,C10013,C20013,C30012,C40004,C40005,C40007,C50005,,,S10005_All,Battle/Synergy_S10001_Normal/Synergy_S10016_Normal/Synergy_S10020_Normal/Synergy_S10024_Normal,"5 책사, 4 아케인리버, 5 방해꾼, 2 시그너스"
PR100006,10,C10009,C10010,C20010,C30004,C30008,C40006,C40007,C40012,C50006,C50007,,,-,Battle/Synergy_S10006_Normal/Synergy_S10018_Normal/Synergy_S10024_Normal,"8 사냥꾼, 3 슬리피우드, 2 시그너스, 2 발록, 1 전직교관"
PR110001,11,C10009,C10010,C30008,C40005,C40006,C40007,C40011,C40012,C50004,C50006,C50007,,-,Battle/Synergy_S10006_Normal/Synergy_S10022_Normal/Synergy_S10024_Normal,"8 사냥꾼, 5 시그너스, 2 발록, 1 전직교관, 1 책사"
PR110002,11,C10003,C10006,C30004,C30005,C40005,C40006,C40007,C40011,C50003,C50004,C50006,,S10003_All,Battle/Synergy_S10003_Normal/Synergy_S10022_Normal,"6 선봉장, 5 시그너스, 2 슬리피우드, 2 사냥꾼, 2 발록, 1 책사"
PR120001,12,C10009,C10010,C30004,C30005,C30008,C40005,C40006,C40007,C40012,C50004,C50006,C50007,-,Battle/Synergy_S10006_Normal/Synergy_S10022_Normal/Synergy_S10024_Normal,"8 사냥꾼, 5 시그너스, 2 슬리피우드, 2 선봉장, 2 발록, 1 전직교관, 1 책사"
PR120002,12,C10003,C10006,C10009,C30004,C30005,C30006,C30009,C40005,C40007,C40011,C50003,C50004,S10003_All,Battle/Synergy_S10003_Normal/Synergy_S10022_Normal,"8 시그너스, 6 선봉장, 2 사냥꾼, 1 책사"
